This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 1 vs 1)
Key: 4892
CacheID: 4977
Query: public BitString(final String value){ _EL_   this(value.length()); _EL_   for (int i=0; i < value.length(); i++) { _EL_     if (value.charAt(i) == '1') { _EL_       setBit(value.length() - (i + 1),true); _EL_     } _EL_  else     if (value.charAt(i) != '0') { _EL_       throw new IllegalArgumentException("Illegal character at position " + i); _EL_     } _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	4887	False	disables all buttons in the interface
2	4888	False	writes the given string to android logcat .
3	4889	False	add a switch port to the quarantine queue .
4	4890	False	the method prepares the sort _ index and sort _ index _ inverted data
5	4891	False	add one geojson feature to this freeformpointset from a jackson node tree .
6	4892	True	initialises the bit string from a character string of 1s and 0s in big - endian order .
7	4893	False	sorts the individuals in ascending order according to their performance , thus the best one will be in last position .
8	4894	False	writes the current dom document into the given writer .
9	4895	False	sets executor to executors . newfixedthreadpool ( default _ pool _ size ) and handler to new handler ( )
10	4896	False	determine whether the given method is a cglib ' renamed ' method , following the pattern " cglib $ methodname $ 0 " .
11	4897	False	creates a password reset exception object with localizable error message .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.490842174974021	6 (correct)	1	7.721575967283252	6 (correct)
2	8.001976751858658	2	2	8.238478722991422	2
3	8.152563583352437	4	3	8.353064713664603	11
4	8.163991453609395	5	4	8.386973726775214	5
5	8.217006582226913	11	5	8.403972326308644	4
6	8.32079983088217	7	6	8.493135649525815	8
7	8.327250862715434	8	7	8.573203906407672	7
8	8.603975707312074	3	8	8.800149486980601	3
9	8.706016763207197	9	9	8.86294437005769	9
10	9.138063149214831	10	10	9.476013271785842	10
11	9.754634784262466	1	11	9.934269350265282	1



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
