This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 3 vs 3)
Key: 199
CacheID: 1337
Query: @SuppressWarnings("UnusedDeclaration") public KeyValuePersistenceSettings(File settingsFile){ _EL_   InputStream in; _EL_   try { _EL_     in=new FileInputStream(settingsFile); _EL_   } _EL_  catch (  IOException e) { _EL_     throw new IgniteException("Failed to get input stream for Cassandra persistence settings file: " + settingsFile.getAbsolutePath(),e); _EL_   } _EL_   init(loadSettings(in)); _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	194	False	returns the remainder of ' reader ' as a string , closing it when done .
2	195	False	adds the getters for a property that is identified by a property number which indexes into array of getters per type .
3	196	False	marks the specified entry as used by setting its last used time to the current time in nanoseconds .
4	197	False	handle node leaving the ring .
5	198	False	registers implementing class of the transform algorithm with algorithmuri
6	199	True	constructs ignite cache key / value persistence settings .
7	200	False	returns true if the input string contains a word - breaking character .
8	201	False	checks all pairs of segments for intersections at an interior point of a segment
9	202	False	removes the first occurrence , starting at the beginning and moving towards the end , of the specified object from this vector .
10	203	False	compose two functions together into a single function
11	204	False	add cdc column specifications .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	8.179920634815476	11	1	8.424707367367935	11
2	8.39514088130916	2	2	8.66932728901037	2
3	8.612438538318708	6 (correct)	3	8.755083543889095	6 (correct)
4	8.752274184389558	1	4	8.899860680764036	1
5	8.865673203244842	3	5	8.987118388200463	3
6	9.01696770352502	4	6	9.172570005278407	4
7	9.149762269381826	7	7	9.47877604761229	5
8	9.313397539673295	5	8	9.531849656695641	7
9	9.606739969986139	10	9	9.82137063981189	9
10	9.70394944975145	9	10	10.04723709675701	10
11	10.43732567631361	8	11	10.667827011154369	8



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
