This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 1 vs 1)
Key: 6188
CacheID: 6013
Query: public SpyVersions loadVersions() throws XMLException { _EL_   setLoading(true); _EL_   final String urlString=propertyLoader.getProperty(BasePropertyNames.VERSION_INFO_URL) + "?current=" + currentRelease; _EL_   try { _EL_     final URL url=new URL(urlString); _EL_     final String xml=IOUtils.toString(url.openStream()); _EL_     versions=(SpyVersions)loadFromString(xml); _EL_   } _EL_  catch (  IOException|NullPointerException e) { _EL_     throw new XMLException("Cannot read version info from " + urlString,e); _EL_   } _EL_   setLoading(false); _EL_   return versions; _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	6183	False	create the extension from the passed der encoded value .
2	6184	False	generates bimonthly periods for the whole year in which the start date of the given period exists .
3	6185	False	generates a random aes key for encrypting / decrypting the turnover value attention : in a real cash box this key would be generated during the init process and stored in a secure area
4	6186	False	vetoable change listener .
5	6187	False	parse a server response into a json object .
6	6188	True	loads version information from the url .
7	6189	False	find a page of user using query by example .
8	6190	False	add a static view to appear at the end of the recyclerview .
9	6191	False	add a string to the start of the queue .
10	6192	False	tests to see if the connection is in read only mode .
11	6193	False	set the parent node .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.765735189780386	6 (correct)	1	8.016978483374771	6 (correct)
2	7.940836371429816	5	2	8.157214758441027	5
3	8.289294790053534	7	3	8.702102648690705	7
4	8.403828552487228	9	4	8.715956407948855	9
5	8.465742455958864	10	5	8.79092885409863	10
6	8.59800476570701	2	6	8.929641247819456	2
7	8.717669626010347	1	7	8.967274782067763	1
8	8.774272829872308	4	8	9.174064513416951	4
9	8.843439752067662	8	9	9.24999672966792	3
10	8.988350794573066	3	10	9.264452211798588	8
11	9.436414502606695	11	11	9.764940426909146	11



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
