This query existed in database! 
Original GraphCodeBERT won! (augment top-K vs original top-K: 5 vs 4)
Key: 4899
CacheID: 7338
Query: boolean isStateChange(XDecoratedPeer window,XPropertyEvent e){ _EL_   if (!window.isShowing()) { _EL_     stateLog.finer("Window is not showing"); _EL_     return false; _EL_   } _EL_   int wm_state=window.getWMState(); _EL_   if (wm_state == XUtilConstants.WithdrawnState) { _EL_     stateLog.finer("WithdrawnState"); _EL_     return false; _EL_   } _EL_  else { _EL_     if (stateLog.isLoggable(PlatformLogger.Level.FINER)) { _EL_       stateLog.finer("Window WM_STATE is " + wm_state); _EL_     } _EL_   } _EL_   boolean is_state_change=false; _EL_   if (e.get_atom() == XA_WM_STATE.getAtom()) { _EL_     is_state_change=true; _EL_   } _EL_   for (  XStateProtocol proto : getProtocols(XStateProtocol.class)) { _EL_     is_state_change|=proto.isStateChange(e); _EL_     if (stateLog.isLoggable(PlatformLogger.Level.FINEST)) { _EL_       stateLog.finest(proto + ": is state changed = " + is_state_change); _EL_     } _EL_   } _EL_   return is_state_change; _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	4894	False	writes the current dom document into the given writer .
2	4895	False	sets executor to executors . newfixedthreadpool ( default _ pool _ size ) and handler to new handler ( )
3	4896	False	determine whether the given method is a cglib ' renamed ' method , following the pattern " cglib $ methodname $ 0 " .
4	4897	False	creates a password reset exception object with localizable error message .
5	4898	False	returns a union of 2 arrays , ensuring that each string exists only once .
6	4899	True	\ notice window state change when wm changes a property on the window . . .
7	4900	False	the here function returns a node - set containing the attribute or processing instruction node or the parent element of the text node that directly bears the xpath expression .
8	4901	False	returns the largest ( " top " ) n values in the column
9	4902	False	grab the class from the signature
10	4903	False	create a metricdelta set for tagged metrics and initialize it with the given collection .
11	4904	False	returns the number of nodes in this model ' s nodelist .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	9.32922967260987	1	1	9.63221943588459	7
2	9.355925004246798	7	2	9.74174188187983	1
3	9.424827658003357	4	3	9.850918243688932	4
4	9.62165239028763	6 (correct)	4	9.964459049226585	11
5	9.672409318720497	11	5	10.059399864863316	6 (correct)
6	9.84097498862191	2	6	10.272274256699086	5
7	9.961559923696372	5	7	10.297235684100732	2
8	10.143979552916939	9	8	10.369433913880117	9
9	10.201382394030931	10	9	10.609577013284193	10
10	10.223016562176444	3	10	10.6232203877187	3
11	10.603857691280723	8	11	10.887779936072281	8



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
Query nl-pl emb:	[0.1616872400045395, -0.12558963894844055, 0.08548515290021896, 0.07944239675998688, 0.6788871884346008, -0.26150888204574585, 0.4789123237133026, 0.914347231388092, 0.25357896089553833, -0.5859602093696594, -0.7114360332489014, 0.18852320313453674, -0.4923018217086792, 0.083869569003582, -0.279083788394928, 0.05309875309467316, 0.5028103590011597, -0.0029544697608798742, 0.1678960919380188, -0.4526876211166382, -0.32372623682022095, 0.33031395077705383, 0.11082038283348083, 0.36206337809562683, -0.0350792221724987, -0.4718736410140991, 0.548044741153717, 0.3137020468711853, 0.06285321712493896, 0.5312497615814209, -0.2446800172328949, 0.20645542442798615, 0.6445284485816956, -0.3043215870857239, 0.15137290954589844, -0.21675337851047516, 0.47137439250946045, -0.16723409295082092, -0.0478983148932457, 0.24456147849559784, 0.17029564082622528, -0.14432717859745026, -0.2677706480026245, 0.48920971155166626, 0.31097596883773804, -0.18771307170391083, 0.32396137714385986, 0.5495080947875977, 0.4173280894756317, 0.725182831287384, 0.19809797406196594, 0.44768404960632324, -0.04776792973279953, 0.22791418433189392, -0.14218121767044067, 0.03934333473443985, -0.1612059623003006, 0.13536137342453003, 0.25432825088500977, -0.3683661222457886, -0.06906125694513321, -0.275362104177475, 0.25644034147262573, -0.48099079728126526, -0.2016647458076477, -0.00573498522862792, 0.15235635638237, -0.2667276859283447, 0.5469287633895874, -0.49714601039886475, -0.05391770973801613, -0.02515110932290554, -0.11340571939945221, 0.49678993225097656, -0.08298856019973755, 0.6577925682067871, 0.04290283843874931, 0.9090084433555603, 0.27809828519821167, 0.631783664226532, 0.41539204120635986, -0.35729995369911194, -0.1590050309896469, 0.48963892459869385, 0.07065711915493011, -0.1582162231206894, 0.10568692535161972, 0.3054658770561218, -0.31651145219802856, 0.17493632435798645, -0.0690813884139061, 0.5958256125450134, -0.2334698587656021, -0.4144044518470764, 0.23753443360328674, 0.30121922492980957, -0.1544443517923355, -0.0968022570014, -0.7347131967544556, -0.07757782936096191, -0.34664615988731384, 0.31630367040634155, -0.18850077688694, 0.04630710184574127, -0.6218907833099365, -0.7966560125350952, -0.4378419816493988, -0.612327516078949, -0.4452693462371826, -0.3962685465812683, 0.14669013023376465, 0.7107555270195007, 0.08618021756410599, -0.17127497494220734, 0.200099915266037, 0.03569788113236427, 0.5554044246673584, 0.3330155909061432, 0.563255786895752, 1.2469054460525513, -0.08153244107961655, 0.42456308007240295, 0.2936590611934662, -0.034693583846092224, -0.40062496066093445, 0.022278761491179466, 0.09827995300292969, -0.039381835609674454, -0.14559996128082275, 0.04296953231096268, 0.19769155979156494, -0.2482287883758545, -0.1660064160823822, -0.13695070147514343, 0.4737997055053711, -0.10892992466688156, 0.030894484370946884, 0.7083357572555542, 0.648444652557373, -0.16832852363586426, 0.337161123752594, -0.27260828018188477, 0.269925057888031, -0.0897291824221611, 0.31878232955932617, 0.6142891049385071, 0.03678363561630249, -0.41329818964004517, 0.08957956731319427, 0.28024017810821533, -0.29242852330207825, -0.2946811318397522, 0.27310532331466675, 0.06295302510261536, -0.567612886428833, 1.5072377920150757, 0.7143000960350037, -0.12286125123500824, 0.10699652880430222, 0.5152811408042908, -0.21594293415546417, 0.19525189697742462, 0.343416303396225, 0.1770101934671402, 0.4471997320652008, 0.09875559061765671, 0.34696871042251587, 0.2650841772556305, -0.4062417447566986, -0.029778486117720604, 0.05793061852455139, -0.16990742087364197, -0.7582806348800659, 0.48102787137031555, 0.18980254232883453, 0.04698837921023369, -0.30026331543922424, 0.1359475553035736, -0.3618597090244293, 0.01860067807137966, 0.07288612425327301, -0.1714777946472168, -0.06607891619205475, -0.12284564971923828, -0.4393184185028076, -0.40621212124824524, 0.4401736557483673, 0.07643089443445206, -0.5560270547866821, -0.555443525314331, -0.13461580872535706, 0.36581817269325256, 0.04065481945872307, -0.09053996205329895, 0.029064463451504707, 0.3598838746547699, 0.033025484532117844, -0.23236452043056488, 0.3190411329269409, -0.26276740431785583, -0.18308696150779724, 0.0974326953291893, 0.49789589643478394, -0.4609353840351105, 0.7010557055473328, 0.4824449419975281, 0.08041886240243912, -0.1505870819091797, -0.16167932748794556, 0.11979877203702927, -0.348909467458725, -0.207003653049469, -0.14138388633728027, -0.26555073261260986, -0.08670952171087265, 0.15817897021770477, -0.12165675312280655, 0.1331225335597992, -0.5249252915382385, -0.23132078349590302, 0.5524511933326721, -0.15444402396678925, 0.17218905687332153, -0.24068880081176758, 0.039310455322265625, -0.10195940732955933, 0.34593331813812256, -0.06472449749708176, 0.16036273539066315, 0.1742393672466278, 0.44966578483581543, 0.13422399759292603, -0.166777566075325, 0.5198571085929871, 1.2956194877624512, -0.23564401268959045, -0.1547350436449051, -0.17631898820400238, -0.23959554731845856, -0.4910278916358948, 0.16121746599674225, -0.22344908118247986, 0.2556138336658478, 0.23685556650161743, -0.45728930830955505, -0.6452481746673584, 0.13264453411102295, 0.6626362204551697, 0.2346494495868683, -0.6263735294342041, 0.08280804008245468, -0.4356290400028229, 0.14551575481891632, -0.4835231900215149, 0.40288856625556946, 0.17428377270698547, 0.43170833587646484, 0.1348637193441391, 0.175938218832016, 0.2719917595386505, -0.03802529722452164, -0.5987045764923096, -0.2524956166744232, 0.33919018507003784, -0.5930353999137878, -0.548209011554718, 0.5883461833000183, 0.3592360317707062, 0.3759739100933075, 0.21342617273330688, -0.17194432020187378, 0.09028951078653336, 0.6748844385147095, -0.2895078659057617, 0.2951973080635071, 0.15603771805763245, -0.05130030959844589, -0.010626922361552715, -0.18575359880924225, -0.37196457386016846, 0.08059389144182205, -0.28718796372413635, -0.0013491661520674825, -0.37412914633750916, -0.4231703281402588, 0.3167947232723236, -0.19598938524723053, 0.27864137291908264, 0.2308976948261261, 0.016755135729908943, 0.42383256554603577, -0.24207434058189392, 0.24610568583011627, -0.3634483516216278, -0.4608004093170166, -0.1203967034816742, -0.05263648182153702, 0.1376611441373825, 0.6426296234130859, 0.3116021156311035, -0.3372170031070709, -0.016508473083376884, -0.3274416923522949, -0.13103099167346954, 0.019646301865577698, -0.07640865445137024, 0.3012535870075226, -0.45829349756240845, -0.13409040868282318, 0.734796941280365, 0.17445817589759827, 0.520603597164154, -0.07922927290201187, 0.4907396733760834, 0.02323037199676037, 0.10031238943338394, -0.05372024327516556, 0.012310233898460865, 0.01779777742922306, 0.30781736969947815, -0.07845918089151382, -0.7692757248878479, 0.13310743868350983, 0.41324034333229065, -0.015560684725642204, 0.07997068017721176, -0.23725412786006927, -0.04765069857239723, -0.1081390529870987, 0.8540723919868469, -0.06750761717557907, 0.12441541999578476, -0.19613955914974213, 0.32256582379341125, -0.3590720593929291, 0.14122360944747925, -0.6004616618156433, 0.12482907623052597, 0.37061184644699097, 0.19890618324279785, 0.19467033445835114, 0.38855108618736267, -0.6039473414421082, 0.035257697105407715, 0.38122132420539856, 0.5258787870407104, 0.36674338579177856, 0.12213974446058273, 0.3392748236656189, 0.1449066698551178, 0.10483592003583908, -0.23618865013122559, 0.24091866612434387, 0.37618201971054077, 0.3194253742694855, -0.05179174989461899, 0.2196466326713562, 0.16705206036567688, 0.4022236764431, 0.6391137838363647, -0.19330164790153503, 0.3261813223361969, 0.18760065734386444, 0.2552676498889923, -0.09120045602321625, -0.3669653534889221, -0.4616931080818176, 0.04027109593153, -0.12322603911161423, 0.2552928626537323, 0.36012792587280273, 0.4393618106842041, -0.2439487725496292, -0.2581827938556671, 0.03754296898841858, -0.41141560673713684, 0.5271521210670471, 0.3455556631088257, 0.28268954157829285, 0.0013199701206758618, -0.6454282402992249, 0.6157071590423584, 0.4546116590499878, 0.6375484466552734, -0.03349805250763893, -0.30687853693962097, 0.030953211709856987, 0.8656740784645081, 0.8991836309432983, -0.44839099049568176, -0.20687665045261383, 0.4965645670890808, 0.48558294773101807, 0.30848002433776855, 0.1329374611377716, -0.22229689359664917, -0.15175162255764008, -0.22330570220947266, 0.02234736643731594, -0.46568310260772705, 0.12258566915988922, 0.47678983211517334, 0.3590640723705292, 0.19531860947608948, 0.3308679461479187, 0.011813282035291195, 0.020982829853892326, -0.1250768005847931, 0.6958832144737244, -0.24480006098747253, 0.3719463646411896, 0.12870052456855774, 0.4260719418525696, 0.3343707025051117, 0.19343002140522003, -0.23191751539707184, -0.2113509625196457, -0.1263577938079834, 0.2387918382883072, 0.3382749557495117, 0.07904240489006042, 0.5547991394996643, -0.14234425127506256, 0.13216520845890045, 0.5434784293174744, -0.21955782175064087, 0.06020582467317581, 0.26395395398139954, 0.4176328182220459, -0.011671660467982292, -0.3581209182739258, 0.6886882185935974, -0.3252043128013611, -0.07313501834869385, -0.2173968106508255, 0.18415701389312744, -0.7417742609977722, 0.46777766942977905, -0.2375003546476364, -0.11018598079681396, -0.049521949142217636, 0.27957695722579956, 0.42445316910743713, 0.7676454186439514, 0.24039559066295624, 0.14912067353725433, 0.6399150490760803, 0.5557883977890015, 0.5257821679115295, -0.01494498923420906, -0.26175764203071594, 0.04719684273004532, 0.3952856957912445, -2.7945828437805176, 0.3003086745738983, 0.5083797574043274, 0.4747403860092163, 0.3906860053539276, 0.15172523260116577, -0.15718896687030792, -0.11778906732797623, 0.3247462213039398, -0.399181604385376, -0.7148369550704956, 0.05587698519229889, -0.3663029670715332, 0.07227052003145218, -0.03531455621123314, -0.344059020280838, 0.13115300238132477, -0.16051504015922546, -0.07631202787160873, -0.01687372848391533, 0.1150108277797699, -0.4714643955230713, -0.6307387948036194, -0.35531359910964966, 0.09848763793706894, -0.09283784031867981, -0.24791830778121948, 0.2450728714466095, -0.11042054742574692, -0.01905415952205658, 0.30934563279151917, 0.16489925980567932, 0.07724250108003616, 0.39784279465675354, 0.07567692548036575, -0.4587392508983612, -0.32070717215538025, -0.14653372764587402, -0.5115430951118469, -0.2992294132709503, 0.3412075638771057, 0.33653971552848816, -0.06378847360610962, 0.14402639865875244, 0.4875090420246124, 0.22015699744224548, -0.33717185258865356, 0.034533578902482986, 0.02457696758210659, 0.18107302486896515, 0.18977047502994537, -0.37346017360687256, -0.5131126046180725, 0.37225502729415894, -0.4869806468486786, 0.22244161367416382, 0.3205263316631317, 0.16865912079811096, 0.5870408415794373, -0.13184547424316406, -0.2314903736114502, 0.1339484006166458, 0.7409971356391907, -0.3411560356616974, -0.34149080514907837, 0.005990741308778524, 0.41366949677467346, -0.12140998989343643, -0.11313944309949875, -0.2896578013896942, 0.057734351605176926, 0.17794844508171082, -0.4997905492782593, 0.1913895159959793, -0.03602368012070656, 0.30766329169273376, -0.23136252164840698, 1.0007485151290894, -0.7825958132743835, 0.4474852681159973, -0.08884809911251068, -0.2917752265930176, -0.21484778821468353, -0.5114823579788208, -0.004025360103696585, -0.5120005011558533, 0.0909673199057579, 0.45117512345314026, 0.14759673178195953, 0.03234810754656792, -0.28704142570495605, -0.13746139407157898, -0.1524016410112381, 0.031624626368284225, 0.1954871416091919, 0.3050847351551056, 0.0351136289536953, 0.09026578068733215, -0.06724417209625244, 0.37512731552124023, 0.2618659436702728, -0.12726297974586487, -0.3799136281013489, 0.4819897711277008, -0.38317185640335083, -0.165209099650383, 1.2105189561843872, 0.17285169661045074, 0.7792280316352844, 0.04782726988196373, -0.6303720474243164, -0.5833449363708496, -0.06650406867265701, 0.01897943578660488, 0.3205344080924988, -0.38468512892723083, 0.3694177567958832, -0.06897292286157608, -0.22032295167446136, 0.013996433466672897, 0.2575152516365051, 0.28119218349456787, -0.09919331222772598, -0.04408256709575653, 0.08080848306417465, 0.05729600787162781, -0.043010614812374115, 0.0994730144739151, -0.2517690062522888, -0.12434986233711243, -0.31025975942611694, 0.1663958877325058, 0.19132155179977417, 0.36445122957229614, 0.46844053268432617, 7.219095230102539, 0.6669790148735046, 0.047641538083553314, 0.3210497200489044, 0.15321995317935944, -0.013651574030518532, -0.025641504675149918, 0.05303332582116127, 0.8400413393974304, -0.22754916548728943, -0.32092949748039246, -0.1950351893901825, 0.37863782048225403, -0.3349137306213379, -0.23652797937393188, 0.007054205518215895, -0.505582332611084, -0.10011646896600723, 0.345490962266922, 0.13050052523612976, 0.13842754065990448, -0.4032733142375946, 0.09221430122852325, 0.01792849414050579, -0.6478917598724365, 0.5499821901321411, -0.1517448127269745, 0.2802426218986511, -0.15055827796459198, 0.3592543601989746, -0.1303081065416336, 0.5690362453460693, -0.2194560468196869, 0.1993272602558136, -0.6043808460235596, 0.004586007911711931, -0.08074989169836044, -0.6097093224525452, 0.31700339913368225, -0.04602207615971565, -0.5485605001449585, 0.24467366933822632, 0.0970565527677536, -0.2524926960468292, 0.16692239046096802, -0.020127853378653526, 0.3365214467048645, 0.4637592136859894, 0.5520844459533691, -0.36667001247406006, 0.025913141667842865, -0.12046735733747482, -0.06595899909734726, 0.1608371138572693, -0.4801534116268158, -0.16234275698661804, 0.77768474817276, -0.4524120092391968, 0.5923341512680054, 0.6485565304756165, -0.13963128626346588, 0.8552140593528748, -0.38290688395500183, -0.4925875663757324, -0.5575274229049683, 0.2635643184185028, 0.4636431634426117, 0.9263342618942261, 0.2722338140010834, 0.5264156460762024, 0.227975532412529, -0.22744491696357727, -0.2544225752353668, -0.5847206115722656, 0.4670056998729706, -0.4341142773628235, 0.14667575061321259, -0.5894769430160522, -0.09392815083265305, 0.1726740151643753, 0.21236491203308105, 0.542259931564331, -0.29417216777801514, 0.2408120036125183, -0.3199271261692047, 0.5043430924415588, -0.3499487340450287, 0.1158408671617508, 0.04871224984526634, 0.20209252834320068, 0.2745145559310913, -0.00621225917711854, -0.09039685130119324, -0.37394607067108154, 0.03299470990896225, 0.3568463623523712, 0.3145584166049957, -0.33270958065986633, 0.35089895129203796, 0.040803104639053345, 0.08578156679868698, 0.3175123333930969, -0.19984538853168488, -0.06784582883119583, 0.13094022870063782, -0.03311701864004135, 0.9596654772758484, 0.4360772371292114, 0.1973600685596466, 0.10073629021644592, -0.8115990161895752, 0.4698399305343628, -0.1878560334444046, -0.2652426064014435, 0.5905464887619019, -0.4572675824165344, 0.27549779415130615, 0.3400959372520447, 0.0028860103338956833, 0.21218402683734894, 0.7273274660110474, 0.21410340070724487, -0.2835715413093567, -0.09086238592863083, -0.07970686256885529, -0.11278165876865387, -0.09515571594238281, -0.09089227020740509, -0.15781885385513306, -0.15717323124408722, -0.22000770270824432, -0.7067772150039673, 0.25033122301101685, 0.6457729339599609, -0.49165505170822144, 0.21603719890117645, -0.3059285283088684, 0.19943414628505707, 0.21941116452217102, 0.43125221133232117, 0.01755446381866932, 0.10749422758817673, 0.6228378415107727, -0.7188464999198914, -0.450962096452713, 0.18404053151607513, 0.8488954305648804, 0.4999995827674866, 0.10565339028835297, 0.009358633309602737, 0.30496570467948914, 0.0698404386639595, -0.2849392294883728, 0.28179633617401123, -0.21016448736190796, 0.06738884001970291, 0.030694719403982162, 0.34630799293518066, -0.27489137649536133, -0.5889987349510193, 0.003410183358937502, -0.0550118051469326, -0.04573076218366623, -0.04290434718132019, -0.12730425596237183, 0.2770747244358063, 0.8386481404304504, 0.2701646387577057, 0.14686162769794464, 0.3577580153942108, 0.16602663695812225, 0.10674776136875153, 0.12892575562000275, 0.482522577047348, 0.06786230206489563, 0.6520471572875977, 0.1773288995027542, 0.13559949398040771, -0.32470375299453735, 0.5853671431541443]
