This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 5 vs 6)
Key: 3474
CacheID: 757
Query: public void persistConnection(Connection connection) throws PersistenceException { _EL_   MqttConnectOptions conOpts=connection.getConnectionOptions(); _EL_   MqttMessage lastWill=conOpts.getWillMessage(); _EL_   SQLiteDatabase db=getWritableDatabase(); _EL_   ContentValues values=new ContentValues(); _EL_   values.put(COLUMN_HOST,connection.getHostName()); _EL_   values.put(COLUMN_port,connection.getPort()); _EL_   values.put(COLUMN_client_ID,connection.getId()); _EL_   values.put(COLUMN_ssl,connection.isSSL()); _EL_   values.put(COLUMN_KEEP_ALIVE,conOpts.getKeepAliveInterval()); _EL_   values.put(COLUMN_TIME_OUT,conOpts.getConnectionTimeout()); _EL_   values.put(COLUMN_USER_NAME,conOpts.getUserName()); _EL_   values.put(COLUMN_TOPIC,conOpts.getWillDestination()); _EL_   char[] password=conOpts.getPassword(); _EL_   values.put(COLUMN_CLEAN_SESSION,conOpts.isCleanSession() ? 1 : 0); _EL_   values.put(COLUMN_PASSWORD,password != null ? String.valueOf(password) : null); _EL_   values.put(COLUMN_MESSAGE,lastWill != null ? new String(lastWill.getPayload()) : null); _EL_   values.put(COLUMN_QOS,lastWill != null ? lastWill.getQos() : 0); _EL_   if (lastWill == null) { _EL_     values.put(COLUMN_RETAINED,0); _EL_   } _EL_  else { _EL_     values.put(COLUMN_RETAINED,lastWill.isRetained() ? 1 : 0); _EL_   } _EL_   long newRowId=db.insert(TABLE_CONNECTIONS,null,values); _EL_   db.close(); _EL_   if (newRowId == -1) { _EL_     throw new PersistenceException("Failed to persist connection: " + connection.handle()); _EL_   } _EL_  else { _EL_     connection.assignPersistenceId(newRowId); _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	3469	False	delete a vv set or consistency group
2	3470	False	finds the index of the specified key within the array containing key / value comments
3	3471	False	returns true if this cookie has expired .
4	3472	False	utility method to check if a shortcut can be added to the home screen .
5	3473	False	creates a new inmemoryentrystore which provides constant time storage and retrieval of entries by id or parent id .
6	3474	True	persist a connection to the database
7	3475	False	constructs a new classannotator for the specified codebase urls
8	3476	False	produce the next identifier .
9	3477	False	create stream that will be cached after it is read
10	3478	False	return a 2 element array .
11	3479	False	returns the selection produced by this object .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.579596565892416	11	1	8.191444166825203	5
2	7.61828866084727	5	2	8.309382953271852	11
3	7.731134749816261	10	3	8.500367783436497	1
4	7.906924371119444	8	4	8.566320402791057	8
5	7.953097069416091	1	5	8.577549731339342	6 (correct)
6	8.027289254478351	6 (correct)	6	8.581601873516163	10
7	8.077893481433065	4	7	8.670090780649248	4
8	8.176767898816577	2	8	8.784062402950822	2
9	8.441419587470332	3	9	9.027880995090221	7
10	8.491073181923124	7	10	9.167318968992706	3
11	8.776222222271048	9	11	9.31754611926902	9



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
