This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 8 vs 10)
Key: 3785
CacheID: 267
Query: @Override public void sendLocationList(){ _EL_   List<Location> locationList=lm.getLocationsByNameList(); _EL_   ArrayList<Attribute> location; _EL_   for (  Location loc : locationList) { _EL_     location=new ArrayList<Attribute>(1); _EL_     location.add(new Attribute(LOCATIONS,loc)); _EL_     try { _EL_       sendMessage(location); _EL_     } _EL_  catch (    IOException ioe) { _EL_       log.debug("could not send train " + loc.getName()); _EL_     } _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	3780	False	create a new diagnostic factory .
2	3781	False	pops nodes of already explored states from the head of the frontier and checks whether there are still some nodes left .
3	3782	False	checks if is enabled .
4	3783	False	compute variance ( ml estimator )
5	3784	False	stashes user information in the requestandresponse to reduce the number of queries and transactions .
6	3785	True	send a list of locations known by operations to the client
7	3786	False	serializes an text node .
8	3787	False	allows to answer if given visual position points to soft wrap - introduced virtual space .
9	3788	False	look for the requested cluster xml file in the resourcebundle ( classpath ) under / config / - cluster . xml .
10	3789	False	used to determine if a task is valid .
11	3790	False	clear both rendering and picking queues .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	8.270706360632865	5	1	8.85279532533119	5
2	8.504449887602968	7	2	9.02792712260166	11
3	8.540221568709825	1	3	9.221468123949025	7
4	8.5860281745027	11	4	9.276655056833592	1
5	8.586933098932455	3	5	9.297653320469802	4
6	8.683663758059941	4	6	9.378052800817649	2
7	8.685389387247266	10	7	9.462245525970452	3
8	8.90794123723733	9	8	9.490044608116339	6 (correct)
9	8.909188647277853	2	9	9.515544560003367	10
10	9.068715720390035	6 (correct)	10	9.66302435524818	9
11	9.926227436089292	8	11	10.516113219879886	8



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
