This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 1 vs 1)
Key: 6782
CacheID: 6472
Query: public void insertChild(Node node,int index){ _EL_   node.detachFromParent(); _EL_   node.parentNode=this; _EL_   try { _EL_     initChildNodes(node); _EL_     childNodes.add(index,node); _EL_   } _EL_  catch (  IndexOutOfBoundsException ignore) { _EL_     throw new LagartoDOMException("Invalid node index: " + index); _EL_   } _EL_   reindexChildren(); _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	6777	False	performs interaction between client ' s httpsurlconnection and servers side ( serversocket ) .
2	6778	False	generates a unique engine id .
3	6779	False	parses rules xml file
4	6780	False	encrypts the given wss xml element in a given xml context document .
5	6781	False	add an issue during transformation .
6	6782	True	inserts node at given index .
7	6783	False	creates the ntlm hash of the user ' s password .
8	6784	False	helper method to check that a value is between 0 and 1 and display a warning if not .
9	6785	False	x . powequals ( ) calculates the power of each element of the matrix .
10	6786	False	converts a name like " outputbyteinputtablecodingloop " to a list of words : { " output " , " byte " , " input " , " table " , " coding " , " loop " }
11	6787	False	use an xpath string to select a nodelist namespace prefix is resolved using the the specified context .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.650328590813883	6 (correct)	1	7.832451393868457	6 (correct)
2	8.48534800656629	2	2	8.909559153749452	2
3	8.60742318287764	4	3	8.957864792987223	4
4	8.737603987041414	10	4	8.967096358553063	5
5	8.743458432978901	11	5	9.063303242448171	8
6	8.792809955831851	8	6	9.159276035157163	10
7	8.869625080925408	5	7	9.17309651467412	11
8	8.874862068675482	3	8	9.31746007935596	3
9	9.118774222876842	7	9	9.36738317726261	7
10	9.542996361218648	1	10	9.679265129123003	1
11	9.556174276696478	9	11	9.77106505777067	9



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
