This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 1 vs 2)
Key: 541
CacheID: 421
Query: private SharedDeployment createNewDeployment(GridDeploymentMetadata meta,boolean isCache){ _EL_   assert Thread.holdsLock(mux); _EL_   assert meta.parentLoader() == null; _EL_   IgniteUuid ldrId=IgniteUuid.fromUuid(ctx.localNodeId()); _EL_   GridDeploymentClassLoader clsLdr; _EL_   if (meta.deploymentMode() == CONTINUOUS || meta.participants() == null) { _EL_     clsLdr=new GridDeploymentClassLoader(ldrId,meta.userVersion(),meta.deploymentMode(),false,ctx,ctx.config().getClassLoader() != null ? ctx.config().getClassLoader() : U.gridClassLoader(),meta.classLoaderId(),meta.senderNodeId(),comm,ctx.config().getNetworkTimeout(),log,ctx.config().getPeerClassLoadingLocalClassPathExclude(),ctx.config().getPeerClassLoadingMissedResourcesCacheSize(),meta.deploymentMode() == CONTINUOUS,false); _EL_     if (meta.participants() != null)     for (    Map.Entry<UUID,IgniteUuid> e : meta.participants().entrySet())     clsLdr.register(e.getKey(),e.getValue()); _EL_     if (log.isDebugEnabled())     log.debug("Created class loader in CONTINUOUS mode or without participants " + "[ldr=" + clsLdr + ", meta="+ meta+ ']'); _EL_   } _EL_  else { _EL_     assert meta.deploymentMode() == SHARED; _EL_     clsLdr=new GridDeploymentClassLoader(ldrId,meta.userVersion(),meta.deploymentMode(),false,ctx,U.gridClassLoader(),meta.participants(),comm,ctx.config().getNetworkTimeout(),log,ctx.config().getPeerClassLoadingLocalClassPathExclude(),ctx.config().getPeerClassLoadingMissedResourcesCacheSize(),false,false); _EL_     if (log.isDebugEnabled())     log.debug("Created classloader in SHARED mode with participants " + "[ldr=" + clsLdr + ", meta="+ meta+ ']'); _EL_   } _EL_   SharedDeployment dep=new SharedDeployment(meta.deploymentMode(),clsLdr,ldrId,meta.userVersion(),meta.alias()); _EL_   if (log.isDebugEnabled())   log.debug("Created new deployment: " + dep); _EL_   if (isCache) { _EL_     List<SharedDeployment> deps=F.addIfAbsent(cache,meta.userVersion(),new LinkedList<SharedDeployment>()); _EL_     assert deps != null; _EL_     deps.add(dep); _EL_     if (log.isDebugEnabled())     log.debug("Added deployment to cache: " + cache); _EL_   } _EL_   return dep; _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	536	False	this is an entry point for extracting k - best hypotheses as structuredtranslation objects .
2	537	False	reads a single character from the source string and returns it as an integer with the two higher - order bytes set to 0 .
3	538	False	check if the storage system type is openstack , vnxblock , vmax or ibmxiv .
4	539	False	lists all of the services found in the file descriptors
5	540	False	compute quantile ( inverse cdf ) for beta distributions .
6	541	True	creates and caches new deployment .
7	542	False	return the number of objects in this sequence .
8	543	False	constructs a query matching terms that cannot be represented with a single term .
9	544	False	prints the message passed as a non - string object and a new line .
10	545	False	currently only group by tags groupbys ' first item always is site , which is a reserved field
11	546	False	returns true if one of the members is a getter and the other one is a setter .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.852710243868331	3	1	8.726784148069038	6 (correct)
2	7.861691619972653	6 (correct)	2	8.784627128430792	3
3	8.046192711373395	8	3	8.810655403822317	8
4	8.144087205967239	7	4	8.967916064372183	1
5	8.164688075121465	11	5	9.050628356679745	7
6	8.21221909994806	1	6	9.112548772788957	11
7	8.347109426005453	9	7	9.397477359698952	5
8	8.656159047023381	4	8	9.406839069300403	4
9	8.734813200259321	5	9	9.408075441307458	9
10	9.144815281305098	10	10	9.902752744774387	10
11	9.45518135870215	2	11	10.240090182771093	2



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
