This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 1 vs 1)
Key: 4189
CacheID: 4435
Query: private void finishCommon(){ _EL_   if (!unknownSubjects.isEmpty()) { _EL_     if (statements.isEmpty() && restoredStatements.isEmpty()) { _EL_       throw new BadSubjectException(unknownSubjects.keySet(),uris); _EL_     } _EL_  else { _EL_       log.info("Unrecognized subjects: {}.  Expected only sitelinks and subjects starting with {} and {}",unknownSubjects.keySet(),uris.entityData(),uris.entity()); _EL_     } _EL_   } _EL_   if (revisionId == null) { _EL_     throw new ContainedException("Didn't get a revision id for " + statements); _EL_   } _EL_   if (lastModified == null) { _EL_     throw new ContainedException("Didn't get a last modified date for " + statements); _EL_   } _EL_   for (  Pair<URI,Literal> dataStatement : dataStatements) { _EL_     statements.add(new StatementImpl(entityUriImpl,dataStatement.getLeft(),dataStatement.getRight())); _EL_   } _EL_   statements.addAll(restoredStatements); _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	4184	False	constructs a char buffer with the given initial string
2	4185	False	updates the ui state for opt out promo .
3	4186	False	create a new geometry objects .
4	4187	False	remember to clean the is _ new flag
5	4188	False	tell whether the so is extracted .
6	4189	True	perform all munge completion tasks that are required no matter the configuration .
7	4190	False	display message if in gui mode
8	4191	False	recursively walks the file tree of a directory .
9	4192	False	lays out springs that have a baseline along the baseline .
10	4193	False	reads the int value from the json array for specified index
11	4194	False	add a property change listener

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	8.00753588336493	6 (correct)	1	8.345490724510258	6 (correct)
2	8.011206838990699	8	2	8.388387510800262	8
3	8.115173667727555	2	3	8.428334503176877	2
4	8.149817933952878	9	4	8.549844146764118	9
5	8.150238203921129	5	5	8.632031277287716	5
6	8.187207509275655	3	6	8.63651202770908	4
7	8.237112462902587	4	7	8.640449802050679	3
8	8.987682548735181	11	8	9.32247803856226	11
9	9.414907187007987	1	9	9.875516880721282	1
10	10.873511419859284	7	10	11.132573881219137	7
11	11.81434795110684	10	11	12.141624191898655	10



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
