This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 10 vs 11)
Key: 1001
CacheID: 486
Query: int sendNextByte(){ _EL_   int result=0; _EL_   try { _EL_     long tDiff=interByteTime - ((System.currentTimeMillis() - lastRxTime) * 1000000000); _EL_     if (tDiff > 0) { _EL_       log.debug("TX: waiting " + tDiff + " ns"); _EL_       Thread.sleep(tDiff / 1000000L,(int)(tDiff % 1000000L)); _EL_     } _EL_   } _EL_  catch (  InterruptedException ex) { _EL_     log.error("wait: " + ex.toString()); _EL_   } _EL_   if (currTxCharPos >= currTxTgm.length) { _EL_     result=dequeueTelegram(); _EL_   } _EL_   if (result == 0) { _EL_     writeChar(currTxTgm[currTxCharPos++],true); _EL_     if (currTxCharPos >= currTxTgm.length) { _EL_       setProtStat(ProtStatus.RECEIVING); _EL_     } _EL_   } _EL_   return result; _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	996	False	registers all operators from a given xml input stream .
2	997	False	when request permissions on devices before android m ( android 6 . 0 , api level 23 ) do the granted or denied work directly according to the permission status
3	998	False	deletes sub group containers in this group container .
4	999	False	creates a new task with the specified number of ticks between consecutive calls to execute ( ) .
5	1000	False	initialize boot image compiler .
6	1001	True	send next available byte
7	1002	False	encode a object to a base64 string
8	1003	False	a service wrapper for the createimagemethod method .
9	1004	False	add new profiles to the existing list of profiles
10	1005	False	an ecmascript identifiername is an identifier or reserved word .
11	1006	False	returns true if x1 is less than x2 , when both values are treated as unsigned long .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.916201535296223	5	1	8.23950735329039	5
2	8.133572634081213	9	2	8.371427038255637	11
3	8.140449881812948	11	3	8.375167620785996	3
4	8.143838833861203	3	4	8.497353025673338	9
5	8.231927328575408	10	5	8.580735190659738	4
6	8.29400936956479	8	6	8.611630893808556	8
7	8.353770882351872	4	7	8.686975278001407	1
8	8.456610924196578	1	8	8.733034313496075	10
9	8.90825326392023	2	9	9.189615142631075	2
10	10.383570121294355	7	10	10.749347561197032	6 (correct)
11	10.634319899330245	6 (correct)	11	10.772874748420682	7



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
