This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 1 vs 3)
Key: 3447
CacheID: 254
Query: public int writeUTF8(final CharSequence chars,int off,int len){ _EL_   if (len > remaining()) { _EL_     return writeUTF8Slow(chars,off,len); _EL_   } _EL_   final Block block=current; _EL_   int limit=block.limit; _EL_   char ch='\0'; _EL_   int octets=0; _EL_   while (len > 0) { _EL_     ch=chars.charAt(off); _EL_     if (ch >= UTF8_2_OCTET_MIN_VALUE) { _EL_       break; _EL_     } _EL_     block.data[limit++]=(byte)ch; _EL_     octets++; _EL_     off++; _EL_     len--; _EL_   } _EL_   block.limit=limit; _EL_   if (len > 0) { _EL_     if (ch < UTF8_3_OCTET_MIN_VALUE) { _EL_       return octets + writeUTF8UpTo2Byte(chars,off,len); _EL_     } _EL_     if (ch >= LOW_SURROGATE_FIRST && ch <= LOW_SURROGATE_LAST) { _EL_       throw new IllegalArgumentException("Unpaired low surrogate: " + ch); _EL_     } _EL_     if (ch >= HIGH_SURROGATE_FIRST && ch <= HIGH_SURROGATE_LAST) { _EL_       return octets + writeUTF8Slow(chars,off,len); _EL_     } _EL_     return octets + writeUTF8UpTo3Byte(chars,off,len); _EL_   } _EL_   return octets; _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	3442	False	applies a given attribute to this string .
2	3443	False	converts string back to correct ( previous ) data type .
3	3444	False	returns the string representation ( in ion format ) of this timestamp in utc .
4	3445	False	flatten the trie into a byte array for a minimized memory footprint .
5	3446	False	records a dialogue state in the component and makes it available for display in the network selection list on the left side .
6	3447	True	returns the number of octets written .
7	3448	False	instantiates a new geo server wps client .
8	3449	False	creates the instance of ssl v3 connection state .
9	3450	False	returns whether the file is a valid zip file .
10	3451	False	performs maintenance on this pool , evicting the connection that has been idle the longest if either it has exceeded the keep alive limit or the idle connections limit .
11	3452	False	this is used to compare the expected and current versions of the class .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
