This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 2 vs 8)
Key: 5868
CacheID: 6
Query: private void parseStartTag(boolean xmldecl,boolean throwOnResolveFailure) throws IOException, XmlPullParserException { _EL_   if (!xmldecl) { _EL_     read('<'); _EL_   } _EL_   name=readName(); _EL_   attributeCount=0; _EL_   while (true) { _EL_     skip(); _EL_     if (position >= limit && !fillBuffer(1)) { _EL_       checkRelaxed(UNEXPECTED_EOF); _EL_       return; _EL_     } _EL_     int c=buffer[position]; _EL_     if (xmldecl) { _EL_       if (c == '?') { _EL_         position++; _EL_         read('>'); _EL_         return; _EL_       } _EL_     } _EL_  else { _EL_       if (c == '/') { _EL_         degenerated=true; _EL_         position++; _EL_         skip(); _EL_         read('>'); _EL_         break; _EL_       } _EL_  else       if (c == '>') { _EL_         position++; _EL_         break; _EL_       } _EL_     } _EL_     String attrName=readName(); _EL_     int i=(attributeCount++) * 4; _EL_     attributes=ensureCapacity(attributes,i + 4); _EL_     attributes[i]=""; _EL_     attributes[i + 1]=null; _EL_     attributes[i + 2]=attrName; _EL_     skip(); _EL_     if (position >= limit && !fillBuffer(1)) { _EL_       checkRelaxed(UNEXPECTED_EOF); _EL_       return; _EL_     } _EL_     if (buffer[position] == '=') { _EL_       position++; _EL_       skip(); _EL_       if (position >= limit && !fillBuffer(1)) { _EL_         checkRelaxed(UNEXPECTED_EOF); _EL_         return; _EL_       } _EL_       char delimiter=buffer[position]; _EL_       if (delimiter == '\'' || delimiter == '"') { _EL_         position++; _EL_       } _EL_  else       if (relaxed) { _EL_         delimiter=' '; _EL_       } _EL_  else { _EL_         throw new XmlPullParserException("attr value delimiter missing!",this,null); _EL_       } _EL_       attributes[i + 3]=readValue(delimiter,true,throwOnResolveFailure,ValueContext.ATTRIBUTE); _EL_       if (delimiter != ' ' && peekCharacter() == delimiter) { _EL_         position++; _EL_       } _EL_     } _EL_  else     if (relaxed) { _EL_       attributes[i + 3]=attrName; _EL_     } _EL_  else { _EL_       checkRelaxed("Attr.value missing f. " + attrName); _EL_       attributes[i + 3]=attrName; _EL_     } _EL_   } _EL_   int sp=depth++ * 4; _EL_   elementStack=ensureCapacity(elementStack,sp + 4); _EL_   elementStack[sp + 3]=name; _EL_   if (depth >= nspCounts.length) { _EL_     int[] bigger=new int[depth + 4]; _EL_     System.arraycopy(nspCounts,0,bigger,0,nspCounts.length); _EL_     nspCounts=bigger; _EL_   } _EL_   nspCounts[depth]=nspCounts[depth - 1]; _EL_   if (processNsp) { _EL_     adjustNsp(); _EL_   } _EL_  else { _EL_     namespace=""; _EL_   } _EL_   if (defaultAttributes != null) { _EL_     Map<String,String> elementDefaultAttributes=defaultAttributes.get(name); _EL_     if (elementDefaultAttributes != null) { _EL_       for (      Map.Entry<String,String> entry : elementDefaultAttributes.entrySet()) { _EL_         if (getAttributeValue(null,entry.getKey()) != null) { _EL_           continue; _EL_         } _EL_         int i=(attributeCount++) * 4; _EL_         attributes=ensureCapacity(attributes,i + 4); _EL_         attributes[i]=""; _EL_         attributes[i + 1]=null; _EL_         attributes[i + 2]=entry.getKey(); _EL_         attributes[i + 3]=entry.getValue(); _EL_       } _EL_     } _EL_   } _EL_   elementStack[sp]=namespace; _EL_   elementStack[sp + 1]=prefix; _EL_   elementStack[sp + 2]=name; _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	5863	False	returns a new matrix object , where each value is set to the absolute value
2	5864	False	remove the attribute from the entry .
3	5865	False	parses an exception debugger option .
4	5866	False	rotates the given image by 180 degrees
5	5867	False	update founding mode related fields
6	5868	True	sets name and attributes
7	5869	False	display calendar for selected resource , time ( day / week / month ) and date
8	5870	False	creates a linestring using the given coordinatesequence .
9	5871	False	trims an array to be exactly the target a size .
10	5872	False	closes this strategy and releases any zookeeper resources ; but keeps the zookeeper instance open
11	5873	False	returns true if , at this time , the object will accept a connection via the named event

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.817743104388691	3	1	9.971335547713462	3
2	7.821428814087016	11	2	10.275900465121655	6 (correct)
3	8.072936206704577	9	3	10.406167915120491	11
4	8.197628470691345	5	4	10.44155934001861	9
5	8.412789618212576	7	5	10.582443206721559	7
6	8.473008229226814	2	6	10.604203593497157	5
7	8.52475320257911	8	7	10.644635661875464	8
8	8.533482041266236	6 (correct)	8	10.755725356941067	2
9	10.306001262597643	4	9	12.559957871576042	4
10	10.331355328406351	10	10	12.588411708887971	10
11	10.711387273673083	1	11	12.666436703589156	1



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
