This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 1 vs 1)
Key: 6638
CacheID: 6357
Query: protected void processEventProperties(Properties eventProps){ _EL_   int status; _EL_   Node node; _EL_   Line line; _EL_   String cmd=eventProps.getProperty(COMMAND_FIELD); _EL_   int index=PropUtils.intFromProperties(eventProps,INDEX_FIELD,ERROR_VALUE_INT); _EL_   if (cmd.equals(NODE_OBJECT)) { _EL_     int shape=PropUtils.intFromProperties(eventProps,SHAPE_FIELD,ERROR_VALUE_INT); _EL_     if (index == ERROR_VALUE_INT) { _EL_       Debug.error("NMGL: error parsing object index for node."); _EL_       return; _EL_     } _EL_     node=nodeList.get(index); _EL_     if (shape == 11) { _EL_       String icon=eventProps.getProperty(ICON_FIELD); _EL_       if (DEBUG)       Debug.output("NetMapReader: jimage  " + icon); _EL_     } _EL_     if (shape == NODE_DELETE) { _EL_       if (node != null) { _EL_         lineList.del(node); _EL_         nodeList.del(node); _EL_       } _EL_     } _EL_  else     if (shape == NODE_MOVE && node != null) { _EL_       setNodePositionFromEventProps(node,eventProps); _EL_       lineList.move(node); _EL_       node.setTime(Double.parseDouble(eventProps.getProperty(TIME_FIELD,"0"))); _EL_     } _EL_  else { _EL_       status=PropUtils.intFromProperties(eventProps,STATUS_FIELD,0); _EL_       int menu=PropUtils.intFromProperties(eventProps,MENU_FIELD,0); _EL_       String label=eventProps.getProperty(LABEL_FIELD); _EL_       if (label == null) { _EL_         label=eventProps.getProperty(INDEX_FIELD); _EL_       } _EL_       String ip=eventProps.getProperty(IP_FIELD); _EL_       boolean isLocalhost=false; _EL_       if (ip != null && localhostIP != null) { _EL_         isLocalhost=localhostIP.equals(ip); _EL_         if (DEBUG) { _EL_           Debug.output("NetMapGraphicLoader displaying a node running on the localhost: " + localhostIP); _EL_         } _EL_       } _EL_       if (DEBUG) { _EL_         Debug.output("Creating node (" + label + ")"); _EL_       } _EL_       try { _EL_         if (shape != ERROR_VALUE_INT) { _EL_           node=nodeList.add(label,index,shape,menu,status); _EL_           node.setLocalhost(isLocalhost); _EL_         } _EL_       } _EL_  catch (      Exception e) { _EL_         Debug.error("NMGL: error creating node"); _EL_       } _EL_       setNodePositionFromEventProps(node,eventProps); _EL_     } _EL_   } _EL_  else   if (cmd.equals(NODE_OBJECT_STATUS)) { _EL_     if (index == ERROR_VALUE_INT) { _EL_       Debug.error("NMGL: error parsing object index for status update."); _EL_       return; _EL_     } _EL_     node=nodeList.get(index); _EL_     if (node != null) { _EL_       status=PropUtils.intFromProperties(eventProps,STATUS_FIELD,ERROR_VALUE_INT); _EL_       if (status != ERROR_VALUE_INT) { _EL_         node.setStatus(status); _EL_       } _EL_     } _EL_   } _EL_  else   if (cmd.equals(LINK_OBJECT_STATUS)) { _EL_     if (index == ERROR_VALUE_INT) { _EL_       Debug.error("NMGL: error parsing line index for status update."); _EL_       return; _EL_     } _EL_     line=lineList.get(index); _EL_     if (line != null) { _EL_       status=PropUtils.intFromProperties(eventProps,STATUS_FIELD,ERROR_VALUE_INT); _EL_       if (status != ERROR_VALUE_INT) { _EL_         line.setStatus(status); _EL_       } _EL_     } _EL_   } _EL_  else   if (cmd.equals(LINK_OBJECT)) { _EL_     if (index == ERROR_VALUE_INT) { _EL_       Debug.error("NMGL: error parsing line index for link."); _EL_       return; _EL_     } _EL_     line=lineList.get(index); _EL_     int shape=PropUtils.intFromProperties(eventProps,SHAPE_FIELD,ERROR_VALUE_INT); _EL_     if (shape == NODE_DELETE) { _EL_       lineList.del(index); _EL_     } _EL_  else { _EL_       status=PropUtils.intFromProperties(eventProps,STATUS_FIELD,0); _EL_       int node1=PropUtils.intFromProperties(eventProps,LINK_NODE1_FIELD,ERROR_VALUE_INT); _EL_       int node2=PropUtils.intFromProperties(eventProps,LINK_NODE2_FIELD,ERROR_VALUE_INT); _EL_       if (node1 == ERROR_VALUE_INT || node2 == ERROR_VALUE_INT) { _EL_         Debug.error("NMGL: error parsing node indexes for link"); _EL_         return; _EL_       } _EL_       Node n1=nodeList.get(node1); _EL_       Node n2=nodeList.get(node2); _EL_       if (n1 != null && n2 != null) { _EL_         lineList.add(String.valueOf(index),index,shape,status,n1,n2); _EL_       } _EL_  else { _EL_         if (DEBUG) { _EL_           Debug.output("NetMapGraphicLoader: can't create lobj, nodes are undefined"); _EL_         } _EL_       } _EL_     } _EL_   } _EL_  else   if (cmd.equals(REFRESH) || cmd.equals(UPDATE)) { _EL_   } _EL_  else   if (cmd.equals(CLEAR)) { _EL_     if (nodeList != null) { _EL_       nodeList.flush(); _EL_     } _EL_     if (lineList != null) { _EL_       lineList.flush(); _EL_     } _EL_   } _EL_  else { _EL_     if (DEBUG) { _EL_       Debug.output("NMGL: received unused event: " + eventProps.toString()); _EL_     } _EL_   } _EL_   manageGraphics(); _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	6633	False	common inits , regardless of applet or application .
2	6634	False	attempts to prepare the request for a retry .
3	6635	False	this will simply load the file by blocks of x rows , then sort them in - memory , and write the result to temporary files that have to be merged later .
4	6636	False	add directory to scan for saves avatars
5	6637	False	returns highest node .
6	6638	True	process a netmapevent properties object , which means that a properties object , representing an event from the netmap server , is evaluated and used to modify the nodecache and linecache accordingly .
7	6639	False	adds idrepo amsdk plugin to the given organization name
8	6640	False	getting the value of key pressed and appending it to current pin
9	6641	False	whether the given string has a hierachy structure with the seperators
10	6642	False	paints a portion of a highlight .
11	6643	False	receives a char and stores it into the pipedreader .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.218785079595208	6 (correct)	1	15.46165917928646	6 (correct)
2	7.318933918409959	5	2	15.52046188314741	1
3	7.475844617614877	3	3	15.553524666554287	5
4	7.490560313829399	11	4	15.738198235416219	11
5	7.584950079664413	1	5	15.811431013940066	2
6	7.7469774666776505	4	6	15.813775682966382	3
7	7.976376123250854	10	7	16.008330936778716	4
8	8.009698315622359	2	8	16.17283687876419	10
9	8.489614829311831	8	9	16.20156527565613	8
10	9.047673149091494	9	10	16.392700369689706	9
11	9.662383174956883	7	11	16.60459753582761	7



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
