This query existed in database! 
Original GraphCodeBERT won! (augment top-K vs original top-K: 2 vs 1)
Key: 166
CacheID: 7116
Query: protected int parseAndAddNode(XmlResourceParser parser,HashMap<String,TagParser> tagParserMap,ArrayList<Long> screenIds) throws XmlPullParserException, IOException { _EL_   if (TAG_INCLUDE.equals(parser.getName())) { _EL_     final int resId=getAttributeResourceValue(parser,ATTR_WORKSPACE,0); _EL_     if (resId != 0) { _EL_       return parseLayout(resId,screenIds); _EL_     } _EL_  else { _EL_       return 0; _EL_     } _EL_   } _EL_   mValues.clear(); _EL_   parseContainerAndScreen(parser,mTemp); _EL_   final long container=mTemp[0]; _EL_   final long screenId=mTemp[1]; _EL_   mValues.put(Favorites.CONTAINER,container); _EL_   mValues.put(Favorites.SCREEN,screenId); _EL_   mValues.put(Favorites.CELLX,convertToDistanceFromEnd(getAttributeValue(parser,ATTR_X),mColumnCount)); _EL_   mValues.put(Favorites.CELLY,convertToDistanceFromEnd(getAttributeValue(parser,ATTR_Y),mRowCount)); _EL_   TagParser tagParser=tagParserMap.get(parser.getName()); _EL_   if (tagParser == null) { _EL_     if (LOGD)     Log.d(TAG,"Ignoring unknown element tag: " + parser.getName()); _EL_     return 0; _EL_   } _EL_   long newElementId=tagParser.parseAndAdd(parser); _EL_   if (newElementId >= 0) { _EL_     if (!screenIds.contains(screenId) && container == Favorites.CONTAINER_DESKTOP) { _EL_       screenIds.add(screenId); _EL_     } _EL_     return 1; _EL_   } _EL_   return 0; _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	161	False	creates a new scheduling rule factory for the given workspace
2	162	False	writes a byte array to a file creating the file if it does not exist .
3	163	False	adds the specified item to the end of the list
4	164	False	checks and flushes custom event messages if no nodes are attempting to join the grid .
5	165	False	determines the number of consecutive characters that are encodable using numeric compaction .
6	166	True	parses the current node and returns the number of elements added .
7	167	False	calculates scramble image height multiplier to respect aspect ratio
8	168	False	the listener is not closed until after the afterregiondestroy event
9	169	False	static version of indexof , to allow repeated calls without needing to re - acquire array each time .
10	170	False	populate the profiles combobox and select the default .
11	171	False	read the file header and return the log sequence number stored in the file header .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.647192635657909	6 (correct)	1	8.73390540028894	5
2	7.772597660723538	5	2	8.902527000822408	6 (correct)
3	8.002606073078745	10	3	9.391144692779982	4
4	8.112002053092974	4	4	9.467728090127462	9
5	8.147262126186934	1	5	9.533006228699712	1
6	8.315561044581099	9	6	9.58640302340135	10
7	8.632520421490995	2	7	9.818860156456557	2
8	9.275651351609843	8	8	10.37263301245979	11
9	9.30789933496081	11	9	10.697829531614238	8
10	9.572357277647857	3	10	10.832573155115643	3
11	10.328421371651642	7	11	11.25036422599922	7



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
