This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 4 vs 7)
Key: 6151
CacheID: 137
Query: private static By byFromLocator(String locator){ _EL_   if (locator.startsWith("//")) { _EL_     return By.xpath(locator); _EL_   } _EL_   if (locator.startsWith("id=")) { _EL_     return By.id(locator.replaceFirst("id=","")); _EL_   } _EL_   if (locator.startsWith("css=")) { _EL_     return By.cssSelector(locator.replaceFirst("css=","")); _EL_   } _EL_   if (locator.startsWith("xpath=")) { _EL_     return By.xpath(locator.replaceFirst("xpath=","")); _EL_   } _EL_   if (locator.startsWith("name=")) { _EL_     return By.name(locator.replaceFirst("name=","")); _EL_   } _EL_   if (locator.startsWith("link=")) { _EL_     return By.linkText(locator.replaceFirst("link=","")); _EL_   } _EL_   if (locator.startsWith("linkpartial=")) { _EL_     return By.partialLinkText(locator.replaceFirst("linkpartial=","")); _EL_   } _EL_   throw new IllegalArgumentException("Locator not supported: " + locator); _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	6146	False	creates a copy of nodes map without the given node .
2	6147	False	write the given device to storage if we are master .
3	6148	False	helps sort an array of doubles .
4	6149	False	removes the processor from the internal processor queue at the provided index .
5	6150	False	inserts a chain of children into the given node .
6	6151	True	converts a locator string with a known prefix to a by object
7	6152	False	notify listeners that a task was started .
8	6153	False	non - dom : check if value of the comment is well - formed
9	6154	False	throw an exception if the record has been destroyed
10	6155	False	uploads artifact into the repository .
11	6156	False	escapes bytes in the format used in protocol buffer text format , which is the same as the format used for c string literals .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	8.512013626381414	5	1	10.619189217859645	5
2	8.831347893823283	1	2	10.779075604216	8
3	8.953816278715907	10	3	11.005071834881411	1
4	8.989766168487355	7	4	11.053856071282059	6 (correct)
5	9.209883995483287	4	5	11.301059245542488	10
6	9.266857645558607	8	6	11.310680688364002	4
7	9.318223284726024	6 (correct)	7	11.474687261594713	2
8	9.549084238704925	3	8	11.53833850129548	7
9	9.650347122871109	2	9	11.60428617376508	11
10	9.685510825132575	9	10	11.653344872772013	9
11	10.00597957213279	11	11	11.679660994008298	3



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
Query nl-pl emb:	[0.14832334220409393, 0.19024904072284698, 0.25130534172058105, 0.14842547476291656, 0.4268932044506073, -0.21954625844955444, -0.07286418974399567, 0.24823671579360962, 0.14825603365898132, -0.5500506162643433, 0.26106563210487366, 0.15262335538864136, -0.1152850016951561, 0.5157835483551025, 0.1092076525092125, 0.6587698459625244, -0.21649228036403656, 0.06059693172574043, 0.3030717670917511, -0.31257736682891846, -0.6143394708633423, -0.18680648505687714, 0.10492867976427078, 0.012209027074277401, 0.07853981107473373, -0.45447245240211487, 0.43471258878707886, 0.5822796821594238, 0.4123137593269348, -0.19893349707126617, -0.4334914982318878, 0.5624911785125732, 0.3801127076148987, -0.209110826253891, 0.18598629534244537, -0.2331998497247696, 0.6145370602607727, -0.09423867613077164, 0.34895217418670654, -0.006189950741827488, -0.02992645837366581, -0.23980282247066498, -0.043650493025779724, 0.16265614330768585, 0.37977463006973267, 0.15152055025100708, 0.27411380410194397, 0.6934516429901123, 0.5603647828102112, 0.37260890007019043, 0.05695445090532303, 0.5025739073753357, -0.09900827705860138, 0.6050416231155396, -0.3585471510887146, -0.09511132538318634, -0.2692258656024933, -0.09922822564840317, 0.5479547381401062, -0.23278892040252686, -0.6613335013389587, -0.02089005708694458, -0.2639639973640442, -0.3330981433391571, -0.18104854226112366, -0.20355382561683655, 0.09448158740997314, -0.3250209391117096, 0.2614854574203491, -0.18492591381072998, 0.33323240280151367, -0.5312379598617554, 0.31944209337234497, 0.04188850522041321, -0.02876545861363411, 0.25800982117652893, 0.12389877438545227, 0.9189427495002747, 0.2771604061126709, 0.42436063289642334, 0.9095261693000793, -0.4303368628025055, 0.07199215888977051, 0.23371246457099915, 0.10324935615062714, 0.2614207863807678, 0.017356988042593002, 0.27314603328704834, -0.3172266185283661, 0.19156454503536224, 0.021966837346553802, 0.16334404051303864, -0.37257808446884155, -0.5687229633331299, 0.28344231843948364, -0.039580974727869034, -0.059441015124320984, -0.30199140310287476, -0.6194926500320435, -0.42250770330429077, -0.38582995533943176, 0.08107299357652664, -0.19222277402877808, -0.14430153369903564, -0.3239029347896576, -0.524212121963501, -0.10045154392719269, -1.2446613311767578, -0.2565251588821411, -0.32792598009109497, 0.4097733795642853, 0.7904861569404602, 0.16076117753982544, 0.030265647917985916, 0.4366200268268585, -0.15559351444244385, 0.09375686198472977, 0.6378471255302429, 0.5507091283798218, 0.6385507583618164, 0.041238538920879364, 0.3207021951675415, 0.5450107455253601, -0.2813875079154968, -0.06289324164390564, 0.14087612926959991, -0.13508424162864685, 0.03560738265514374, 0.03287282586097717, -0.03045976534485817, 0.1890728920698166, -0.5338230729103088, 0.036383215337991714, 0.17650003731250763, 0.5131657719612122, -0.012859603390097618, 0.09592858701944351, 0.17681370675563812, 0.5107476115226746, 0.1891285628080368, -0.023826509714126587, -0.0009676608606241643, 0.5053247809410095, -0.10006652027368546, 0.734104573726654, 0.13962975144386292, -0.036012936383485794, -0.343900203704834, 0.4508209526538849, -0.0029685483314096928, 0.3694845139980316, -0.44077491760253906, -0.13791285455226898, -0.023851651698350906, 0.015077267773449421, 1.7370083332061768, 1.1305536031723022, -0.08366139978170395, 0.05098439007997513, 0.48084479570388794, 0.16913841664791107, 0.5308354496955872, 0.5205653309822083, 0.3257808983325958, 0.5903341770172119, 0.5762448310852051, 0.34720733761787415, 0.1971912980079651, 0.17188316583633423, -0.2762869894504547, -0.2643038034439087, -0.27123820781707764, -0.1864558458328247, 0.20072868466377258, 0.010185160674154758, 0.06669893115758896, -0.017461435869336128, 0.06305139511823654, -0.2679823338985443, -0.144667848944664, 0.1894160658121109, -0.10883326083421707, -0.2003072053194046, -0.04128139838576317, -0.30602332949638367, -0.10323956608772278, 0.3564828932285309, -0.12180885672569275, -0.09006136655807495, -0.00708736153319478, 0.03624793142080307, -0.21076436340808868, -0.5617832541465759, -0.49473831057548523, -0.42873650789260864, 0.5120269060134888, -0.002800419693812728, -0.03168497979640961, 0.3026692569255829, -0.2219090312719345, -0.07324422150850296, 0.4850958585739136, 0.14723609387874603, 0.05944506451487541, 0.7075458765029907, 0.5153698325157166, 0.28407353162765503, -0.3433452248573303, 0.20847564935684204, -0.1714317351579666, 0.06969982385635376, 0.15037383139133453, 0.16030539572238922, -0.4273747503757477, -0.15825429558753967, -0.07956651598215103, 0.060180239379405975, -0.14609181880950928, -0.0869894027709961, -0.3731357157230377, 0.6521947979927063, 0.350807249546051, 0.5981810092926025, 0.0648270696401596, 0.19336606562137604, -0.4532966911792755, 0.14966343343257904, -0.14736942946910858, 0.05891314148902893, 0.5815768837928772, 0.09476024657487869, -0.20974446833133698, -0.11514727026224136, 0.32004278898239136, 0.5453715920448303, -0.1612706035375595, -0.4798014760017395, -0.03259150683879852, -0.07253841310739517, -0.09676314890384674, 0.2811529040336609, -0.2459152638912201, 0.35025665163993835, 0.4227869212627411, 0.28896018862724304, 0.15927082300186157, 0.00642166705802083, 0.09891550987958908, 0.005377278197556734, -0.5156216025352478, 0.3014960289001465, 0.18726663291454315, 0.722621738910675, -0.4125352203845978, -0.11029569059610367, 0.11834833770990372, 0.44403401017189026, -0.021507225930690765, 0.025829866528511047, 0.3558101952075958, -0.01303155068308115, -0.49147987365722656, -0.008164117112755775, 0.4771173894405365, -0.9288952350616455, -0.5472440123558044, 0.16384555399417877, -0.2258499264717102, 0.581489622592926, -0.1768493503332138, 0.1598038524389267, -0.22246146202087402, 0.6623038053512573, -0.37093788385391235, 0.21187518537044525, -0.2391085922718048, -0.3073042631149292, -0.3486451506614685, -0.6613011956214905, -0.1773313730955124, 0.12149620801210403, 0.10024665296077728, 0.641817569732666, -0.1668912172317505, 0.3462483286857605, 0.17170847952365875, -0.16446776688098907, 0.014354334212839603, 0.09925993531942368, -0.1963244378566742, -0.00760646490380168, -0.23434045910835266, 0.42105332016944885, -0.1307985484600067, -0.4080078899860382, -0.13206526637077332, -0.024317961186170578, 0.04026559740304947, 0.32470211386680603, 0.32675284147262573, -0.4357958137989044, -0.07149961590766907, 0.009459155611693859, -0.04364495724439621, 0.15509314835071564, -0.39309465885162354, -0.3479406535625458, -0.136418417096138, 0.2756845951080322, 0.7860246300697327, -0.1648227423429489, 0.21304967999458313, -0.04651515558362007, 0.3906508684158325, -0.010475464165210724, 0.02478494867682457, -0.034248169511556625, 0.19316069781780243, 0.04220685362815857, 0.09277913719415665, 0.07433698326349258, -0.24915452301502228, 0.2497185319662094, -0.002586956601589918, 0.20429393649101257, -0.2380131632089615, -0.30846840143203735, -0.13951459527015686, -0.17874206602573395, 1.3448774814605713, -0.392494797706604, 0.24519574642181396, -0.2595553994178772, 0.06571843475103378, -0.15222324430942535, 0.18894074857234955, -0.2398861199617386, 0.21819886565208435, 0.42357146739959717, 0.055010486394166946, -0.02771296352148056, -0.05381707847118378, -0.2569822371006012, 0.4833053648471832, 0.37825119495391846, 0.554263710975647, 0.36745476722717285, 0.3114907741546631, 0.4907972812652588, -0.05396086722612381, -0.2027348279953003, 0.18133433163166046, -0.22522751986980438, 0.07620055973529816, 0.09831945598125458, -0.2591370940208435, 0.18170391023159027, -0.13771501183509827, 0.06484974175691605, -0.021468564867973328, 0.21285970509052277, -0.29816335439682007, 0.1787300407886505, 0.07503975182771683, -0.2022067755460739, -0.29703980684280396, -0.87070631980896, 0.31531262397766113, 0.36796829104423523, 0.18558770418167114, 0.17369520664215088, 0.7316127419471741, 0.09795425832271576, -0.3593038022518158, -0.11009903252124786, -0.2339707314968109, 0.33947235345840454, 0.2103457897901535, -0.04428040608763695, 0.2922050654888153, -0.631526529788971, 0.1990205943584442, 0.10690847039222717, 0.22656285762786865, -0.3224581778049469, -0.41489270329475403, 0.4300617277622223, 0.1508501023054123, 0.4291623532772064, -0.7080997824668884, -0.06613683700561523, 0.2928197979927063, 0.12889599800109863, 0.16297432780265808, 0.1392173022031784, -0.4740504324436188, -0.10414347052574158, -0.36132994294166565, 0.02166760340332985, -0.030553491786122322, 0.44579505920410156, -0.013567387126386166, 0.33735349774360657, 0.7761971950531006, 0.3919267952442169, 0.36540812253952026, 0.0008502562413923442, -0.2807444632053375, 0.7551711201667786, -0.21268190443515778, 0.26885730028152466, 0.054670099169015884, 0.470300555229187, 0.25273916125297546, 0.04329472780227661, 0.06777501851320267, -0.2907014489173889, -0.12934677302837372, 0.5779298543930054, 0.12483533471822739, -0.24714596569538116, 0.5554803013801575, -0.34878823161125183, -0.14662617444992065, 0.29096469283103943, -0.2633225917816162, -0.184470996260643, -0.036907535046339035, 0.002844997448846698, -0.06069977954030037, -0.750929057598114, 0.5699993371963501, 0.07252915948629379, 0.029085075482726097, 0.31441381573677063, 0.3202030062675476, -0.411603182554245, 0.48659154772758484, -0.4159478545188904, -0.0407305471599102, 0.11462483555078506, 0.2543962895870209, 0.5209426879882812, 0.17885781824588776, -0.3776041567325592, 0.2649972438812256, 0.5687052011489868, 0.45109325647354126, 0.571955144405365, -0.3693723976612091, -0.17423410713672638, 0.2860978841781616, 0.1792752891778946, -2.0690581798553467, 0.22241531312465668, 0.32006391882896423, 0.4091644883155823, -0.3064135015010834, 0.01079507265239954, 0.03853778541088104, -0.09564914554357529, 0.24502994120121002, 0.05789532884955406, -0.405571848154068, 0.40588346123695374, -0.04471041262149811, 0.4707335829734802, 0.19214235246181488, -0.11860576272010803, -0.051061175763607025, 0.06482777744531631, 0.06441778689622879, -0.12797124683856964, -0.2435474693775177, -0.29318928718566895, -0.13865311443805695, -0.4086155891418457, 0.4576425850391388, -0.3919823467731476, -0.2367856800556183, -0.04393526911735535, 0.22074541449546814, 0.22958986461162567, -0.044000644236803055, 0.05928923562169075, -0.008079135790467262, 0.9169930219650269, 0.19010266661643982, -0.1664903610944748, -0.30505868792533875, -0.12296558171510696, -0.48002055287361145, -0.37923893332481384, 0.2048252522945404, 0.3693495988845825, 0.34173595905303955, -0.016739651560783386, -0.03133035823702812, 0.46878206729888916, 0.09648812562227249, 0.0329912006855011, -0.13474032282829285, -0.10031310468912125, 0.4362471103668213, -0.08499173820018768, -0.12342927604913712, -0.08996424078941345, -0.30414608120918274, 0.5966904759407043, -0.13180449604988098, -0.3325178325176239, 0.15895262360572815, 0.11072995513677597, -0.009108061902225018, 0.5788378119468689, 0.48867860436439514, -0.8761264085769653, -0.1783536970615387, -0.14770567417144775, 0.7010259032249451, 0.08247483521699905, -0.20608459413051605, 0.12695221602916718, 0.02030392363667488, 0.2713415026664734, -0.4309249818325043, -0.15546506643295288, 0.16051362454891205, 0.1373077780008316, -0.4090355932712555, 0.3323550820350647, -0.5864769220352173, 0.1130155548453331, 0.12682822346687317, -0.6093252897262573, 0.016663966700434685, -0.12945233285427094, -0.25132784247398376, -0.06202910467982292, -0.017603907734155655, 0.36091622710227966, 0.11791965365409851, 0.23388488590717316, -0.8221690058708191, -0.021193645894527435, 0.29580679535865784, -0.015112088061869144, 0.08419104665517807, -0.09258350729942322, -0.39337295293807983, 0.2763022482395172, -0.23597145080566406, 0.2475930154323578, -0.2204938679933548, -0.7575790286064148, 0.09655008465051651, 0.4022476077079773, -0.3550855815410614, 0.014809995889663696, 0.4271925985813141, 0.15987984836101532, 0.4748784601688385, 0.3314993977546692, -0.4927661120891571, 0.10910225659608841, 0.17594102025032043, 0.4951496422290802, 0.4900102913379669, -0.003421398112550378, 0.11475993692874908, 0.33791977167129517, 0.13047687709331512, 0.0018694223836064339, 0.3324216306209564, 0.1763806790113449, 0.13240687549114227, 0.6658850312232971, 0.4960816204547882, 0.20048917829990387, -0.2336103618144989, 0.0007851388072595, -0.06348992139101028, 0.0708630234003067, -0.2686033844947815, -0.2046593576669693, 0.5243539214134216, 0.47884827852249146, 0.1955866813659668, 7.144104480743408, 0.6489182114601135, 0.3002729117870331, 0.3131939768791199, 0.39343222975730896, -0.02931627444922924, -0.26207783818244934, 0.240382120013237, 0.299144983291626, -0.2155720442533493, 0.09889170527458191, -0.17830891907215118, 0.2733256220817566, 0.3626212179660797, 0.213897243142128, -0.2141488492488861, 0.2784547805786133, -0.32091543078422546, 0.07372650504112244, -0.056566864252090454, 0.05388202145695686, -0.009659218601882458, -0.23214709758758545, -0.12973342835903168, -0.5752673745155334, -0.27579525113105774, -0.7731862664222717, -0.03495797887444496, -0.21473756432533264, 0.4540367126464844, 0.19874030351638794, 0.9627805352210999, -0.28267401456832886, -0.06042139232158661, -0.5773013234138489, 0.24922123551368713, -0.2749008536338806, -0.7535245418548584, 0.20092345774173737, 0.1213379055261612, -0.1364855170249939, 0.35981473326683044, 0.10096924006938934, 0.39063045382499695, -0.07753629237413406, 0.15059761703014374, -0.06898782402276993, 0.1426418125629425, 0.6469094157218933, -0.4673123359680176, -0.039148107171058655, -0.04583472013473511, -0.06925436109304428, 0.15657474100589752, -0.2764626741409302, -0.20313404500484467, 0.16585004329681396, 0.012128310278058052, 0.4732612669467926, -0.29901695251464844, -0.13172098994255066, 0.687458336353302, -0.1482449322938919, 0.13484570384025574, -0.12648634612560272, 0.09527750313282013, 0.27280476689338684, 0.7124902606010437, 0.12554019689559937, 0.0507633350789547, 0.42477911710739136, -0.04528818279504776, -0.10909320414066315, 0.3742906153202057, 0.2704686224460602, -0.061575088649988174, 0.08089806139469147, -0.4402278959751129, 0.017460642382502556, -0.14337767660617828, -0.056550532579422, 0.03361763432621956, -0.40990710258483887, -0.18909965455532074, -0.1832897961139679, 0.2744765281677246, -0.1204422190785408, 0.28156188130378723, 0.09483011066913605, 0.39651989936828613, 0.22718526422977448, 0.33162638545036316, -0.05101444944739342, 0.11790569871664047, 0.36608049273490906, 0.4468347132205963, -0.16194552183151245, -0.11912534385919571, 0.12751519680023193, 0.2501809895038605, -0.15060696005821228, -0.18745467066764832, -0.2150423526763916, 0.30665746331214905, 0.41901296377182007, -0.15606820583343506, 0.3365931212902069, -0.12275952100753784, 0.2014034539461136, 0.13136649131774902, -0.7989683747291565, 0.3142733871936798, -0.10610468685626984, -0.7331092953681946, 0.13509303331375122, -0.5209946036338806, 0.28463542461395264, 0.2445206195116043, 0.187529519200325, -0.1061938926577568, 0.4350210726261139, 0.128765270113945, -0.36693042516708374, 0.07667077332735062, 0.20628079771995544, 0.21089859306812286, 0.20125940442085266, 0.14125676453113556, -0.40785667300224304, -0.3732432425022125, 0.18744701147079468, -0.3406829237937927, 0.17194703221321106, 0.6100296378135681, -0.2926524579524994, 0.37356236577033997, -0.04390299692749977, 0.1335204690694809, 0.16779200732707977, 0.23507991433143616, -0.17227014899253845, -0.032700181007385254, 0.5345321893692017, -0.827749490737915, -0.6334167718887329, 0.1555548459291458, 0.17960962653160095, 0.4222620725631714, -0.07269664853811264, 0.16952158510684967, 0.32561051845550537, 0.4245142936706543, 0.1322537213563919, 0.5785431861877441, -0.2749258279800415, -0.09704914689064026, -0.026316680014133453, 0.2589080035686493, 0.05507801100611687, -0.1617358773946762, -0.10320974141359329, -0.8800302147865295, 0.2153332382440567, 0.010054477490484715, -0.21609459817409515, 0.22131657600402832, 0.4502117335796356, 0.1447075456380844, 0.6212873458862305, 0.16802886128425598, 0.306341290473938, 0.05992530286312103, -0.12511883676052094, 0.2815130352973938, 0.36193880438804626, 0.4639481008052826, -0.15799973905086517, -0.18569916486740112, -0.324467271566391, 0.2913573086261749]
