This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 1 vs 1)
Key: 5396
CacheID: 5392
Query: private void createFile(int number,String extention){ _EL_   for (int i=0; i < number; i++) { _EL_     try { _EL_       BufferedWriter output=new BufferedWriter(new FileWriter(new File(textInputFolder + "/File" + String.valueOf(i)+ extention))); _EL_       try { _EL_         output.write("File number "); _EL_         output.write(String.valueOf(i)); _EL_       } _EL_   finally { _EL_         output.close(); _EL_       } _EL_     } _EL_  catch (    IOException e) { _EL_       e.printStackTrace(); _EL_     } _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	5391	False	flush all buffered data to the underlying output stream .
2	5392	False	does the copying .
3	5393	False	validate the c - octet string .
4	5394	False	create a bounding rectangle given the four coordinates , where the upper left corner of the rectangle is the minimum x , y values and the width and height are the difference between xs and ys .
5	5395	False	add button for clearing graph data .
6	5396	True	this private method just creates a number of files with a specific extension .
7	5397	False	determine if the expression is an animal .
8	5398	False	parses the given string and replaces all occurrences of ' \ n ' , ' \ r ' and ' \ r \ n ' with the given line separator .
9	5399	False	adds a ping notification to the current list .
10	5400	False	creates an nfs datastore for the hosts in the cluster
11	5401	False	check the size of the array and increase if needed

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.399305704921698	6 (correct)	1	7.904425723120032	6 (correct)
2	7.867348177732315	3	2	8.38418214099621	3
3	7.917260762665504	1	3	8.590780188034376	10
4	8.007463829383603	11	4	8.644704630092319	8
5	8.134514770367165	10	5	8.67935814726102	11
6	8.210036477612649	9	6	8.680644707770364	1
7	8.31318781672385	8	7	8.818781690056122	9
8	8.526883750844	5	8	9.125621815392037	5
9	8.63342221693373	7	9	9.467771013061007	7
10	8.828243284419555	4	10	9.488534995910461	4
11	9.170945391318782	2	11	9.741277036755987	2



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
