This query existed in database! 
Original GraphCodeBERT won! (augment top-K vs original top-K: 3 vs 2)
Key: 6420
CacheID: 7410
Query: void fixWhiteSpace(){ _EL_   final int index=mOutputBuilder.length() - 1; _EL_   if (index >= 0) { _EL_     final char lastCharacter=mOutputBuilder.charAt(index); _EL_     if (!Character.isWhitespace(lastCharacter)) { _EL_       mOutputBuilder.append(" "); _EL_     } _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	6415	False	gets and removes the head of the queue .
2	6416	False	instantiates a new adds the movie set action .
3	6417	False	starts the rmi registry .
4	6418	False	read from monitored file , report any changed values for monitored socket statistics .
5	6419	False	resets internal state to the initial state .
6	6420	True	ensure the output string has a character of whitespace before adding another word .
7	6421	False	handles duplicate request handler request .
8	6422	False	test if the response is expired against current time , given the expire duration in milliseconds .
9	6423	False	makes the given visitor visit this stack map frame .
10	6424	False	handle a recently halted query by throwing an appropriate exception .
11	6425	False	if network hardware on a node was replaced , the identity will change .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.796861375799248	5	1	7.940973517834514	5
2	7.9665074956924595	6 (correct)	2	8.261742775166914	3
3	8.085369631823326	3	3	8.282601044810793	6 (correct)
4	8.243577910070652	11	4	8.610490591680664	1
5	8.435886871631816	1	5	8.652553007711994	11
6	8.558099311439445	10	6	8.783790789728993	4
7	8.598383299353298	4	7	8.856571121479739	9
8	8.662944073157886	8	8	8.869956343823242	10
9	8.715704171781937	9	9	8.998193715819504	8
10	9.104262800106198	7	10	9.29768796127026	2
11	9.147503214368728	2	11	9.627856212566597	7



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
