This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 2 vs 6)
Key: 4610
CacheID: 45
Query: public void waitForDecodingToFinish(){ _EL_   while (isDecoding) { _EL_     try { _EL_       Thread.sleep(100); _EL_     } _EL_  catch (    final InterruptedException e) { _EL_       LogWriter.writeLog("Exception: " + e.getMessage()); _EL_       isDecoding=false; _EL_     } _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	4605	False	adjust the row heights of a table based on the table contents .
2	4606	False	validates a list of volumes
3	4607	False	finds format specifiers in the format string .
4	4608	False	updates status of index column up / down buttons .
5	4609	False	build the url to search for elements having a specific osm tag ( key = value ) , within a bounding box .
6	4610	True	wait for decoding to finish
7	4611	False	extract plain text from wikipedia article content .
8	4612	False	continues a multi - part transformation ( encryption or decryption ) .
9	4613	False	packs the given parameters into a single int value in order to save space on the rendering queue .
10	4614	False	update the data using the sql sentence .
11	4615	False	if entryholder is used as lockobject ( for example in all _ in _ cache ) - its the lock subject itself

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	8.71208051512574	3	1	9.007000275358019	10
2	8.733722236600508	10	2	9.049446483954172	6 (correct)
3	8.77487717743636	9	3	9.072917500087806	9
4	8.86943026904256	8	4	9.078862626761513	4
5	8.901019206747247	4	5	9.342807618259123	3
6	8.901293121283276	6 (correct)	6	9.382001069068647	8
7	9.121768237973658	2	7	9.425894424642964	11
8	9.149296470468945	11	8	9.821363034380918	5
9	9.263041774040719	7	9	9.821998675271224	7
10	9.428126105893725	5	10	9.987588680620533	2
11	9.859454821329336	1	11	10.164783439206197	1



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
