This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 1 vs 1)
Key: 2443
CacheID: 3088
Query: private boolean traverse(Tree tree,NodeRef node,int[] operatorNumber,boolean flip){ _EL_   boolean update=false; _EL_   int nodeNum=node.getNumber(); _EL_   NodeRef parent=tree.getParent(node); _EL_   if (operatorNumber != null) { _EL_     operatorNumber[0]=-1; _EL_   } _EL_   if (parent != null && updateNode[nodeNum]) { _EL_     final double branchRate=branchRateModel.getBranchRate(tree,node); _EL_     final double branchTime=branchRate * (tree.getNodeHeight(parent) - tree.getNodeHeight(node)); _EL_     if (branchTime < 0.0) { _EL_       throw new RuntimeException("Negative branch length: " + branchTime); _EL_     } _EL_     if (flip) { _EL_       matrixBufferHelper.flipOffset(nodeNum); _EL_     } _EL_     final int eigenIndex=0; _EL_     final int updateCount=branchUpdateCount[eigenIndex]; _EL_     matrixUpdateIndices[eigenIndex][updateCount]=matrixBufferHelper.getOffsetIndex(nodeNum); _EL_     branchLengths[eigenIndex][updateCount]=branchTime; _EL_     branchUpdateCount[eigenIndex]++; _EL_     update=true; _EL_   } _EL_   if (!tree.isExternal(node)) { _EL_     NodeRef child1=tree.getChild(node,0); _EL_     final int[] op1={-1}; _EL_     final boolean update1=traverse(tree,child1,op1,flip); _EL_     NodeRef child2=tree.getChild(node,1); _EL_     final int[] op2={-1}; _EL_     final boolean update2=traverse(tree,child2,op2,flip); _EL_     if (update1 || update2) { _EL_       int x=operationCount[operationListCount] * Beagle.OPERATION_TUPLE_SIZE; _EL_       if (flip) { _EL_         partialBufferHelper.flipOffset(nodeNum); _EL_       } _EL_       final int[] operations=this.operations[operationListCount]; _EL_       operations[x]=partialBufferHelper.getOffsetIndex(nodeNum); _EL_       if (useScaleFactors) { _EL_         int n=nodeNum - tipCount; _EL_         if (recomputeScaleFactors) { _EL_           scaleBufferHelper.flipOffset(n); _EL_           scaleBufferIndices[n]=scaleBufferHelper.getOffsetIndex(n); _EL_           operations[x + 1]=scaleBufferIndices[n]; _EL_           operations[x + 2]=Beagle.NONE; _EL_         } _EL_  else { _EL_           operations[x + 1]=Beagle.NONE; _EL_           operations[x + 2]=scaleBufferIndices[n]; _EL_         } _EL_       } _EL_  else { _EL_         if (useAutoScaling) { _EL_           scaleBufferIndices[nodeNum - tipCount]=partialBufferHelper.getOffsetIndex(nodeNum); _EL_         } _EL_         operations[x + 1]=Beagle.NONE; _EL_         operations[x + 2]=Beagle.NONE; _EL_       } _EL_       operations[x + 3]=partialBufferHelper.getOffsetIndex(child1.getNumber()); _EL_       operations[x + 4]=matrixBufferHelper.getOffsetIndex(child1.getNumber()); _EL_       operations[x + 5]=partialBufferHelper.getOffsetIndex(child2.getNumber()); _EL_       operations[x + 6]=matrixBufferHelper.getOffsetIndex(child2.getNumber()); _EL_       operationCount[operationListCount]++; _EL_       update=true; _EL_     } _EL_   } _EL_   return update; _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	2438	False	sets the log commit index .
2	2439	False	sets all the closing fragments into finished state .
3	2440	False	method called when utf - 8 encoded ( but not yet escaped ! ) content is not guaranteed to fit in the output buffer after escaping ; as such , we just need to chunk writes .
4	2441	False	converts the given hex string into a plain string .
5	2442	False	find the scenarios that match the required tags in the feature .
6	2443	True	traverse the tree calculating partial likelihoods .
7	2444	False	converts an rate into a human readable and localized kb / s speed .
8	2445	False	returns the next element in the iteration .
9	2446	False	returns true if field queuesize is set ( has been assigned a value ) and false otherwise
10	2447	False	requests capabilities for a group of remote contacts .
11	2448	False	determines whether the specified string is a valid boolean value

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	8.146996863565496	6 (correct)	1	8.69578775994142	6 (correct)
2	8.202100976395268	8	2	8.962617723150755	8
3	8.505967070778084	4	3	9.186273989225352	3
4	8.611540717868502	3	4	9.332192323971583	4
5	8.698118339434387	2	5	9.398134615786129	2
6	8.925932643056798	1	6	9.565645714784512	1
7	8.974979011321828	10	7	9.652055115789238	10
8	9.098528856366356	7	8	9.718733443939657	7
9	9.239177817544572	5	9	9.862208169364514	5
10	9.316863266460429	9	10	9.91392744805639	9
11	9.629512432404857	11	11	10.23218483497759	11



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
