This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 1 vs 2)
Key: 3327
CacheID: 744
Query: public void computeParameters(){ _EL_   if (ellps == null) { _EL_     ellps=Ellipsoid.WGS_84; _EL_   } _EL_   if (mode == MODE_BELGIUM) { _EL_     alpha=0.00014204d; _EL_   } _EL_  else { _EL_     alpha=0d; _EL_   } _EL_   double phi1=ProjMath.degToRad(lambert_sp_one); _EL_   double phi2=ProjMath.degToRad(lambert_sp_two); _EL_   double phif=ProjMath.degToRad(referenceLatitude); _EL_   double e=ellps.ecc; _EL_   double sinphi; _EL_   sinphi=Math.sin(phi1); _EL_   double m1=lambMsfn(sinphi,Math.cos(phi1),e); _EL_   double t1=lambTsfn(phi1,sinphi,e); _EL_   if (MoreMath.approximately_equal(phi1,phi2,EPS10)) { _EL_     n=sinphi; _EL_   } _EL_  else { _EL_     sinphi=Math.sin(phi2); _EL_     double m2=lambMsfn(sinphi,Math.cos(phi2),e); _EL_     double t2=lambTsfn(phi2,sinphi,e); _EL_     n=Math.log(m1 / m2) / Math.log(t1 / t2); _EL_   } _EL_   F=m1 / (n * Math.pow(t1,n)); _EL_   if (MoreMath.approximately_equal(phi1,phi2,EPS10)) { _EL_     rf=0.0d; _EL_   } _EL_  else { _EL_     rf=ellps.radius * F * Math.pow(lambTsfn(phif,Math.sin(phif),e),n); _EL_   } _EL_   lamdaf=ProjMath.degToRad(centralMeridian); _EL_   locationCenterXPixel=((double)getWidth() / 2d); _EL_   locationCenterYPixel=((double)getHeight() / 2d); _EL_   locationPixelsPerLambert=(double)getPPM() / getScale(); _EL_   LatLonPoint origin=new LatLonPoint.Double(referenceLatitude,centralMeridian); _EL_   Point2D lp=LLToWorld(origin.getY(),origin.getX(),new Point2D.Double()); _EL_   locationOriginX=lp.getX(); _EL_   locationOriginY=lp.getY(); _EL_   LatLonPoint center=getCenter(); _EL_   lp=LLToWorld(center.getY(),center.getX(),lp); _EL_   locationCenterXLambert=lp.getX(); _EL_   locationCenterYLambert=lp.getY(); _EL_   locationOriginXfPixel=locationCenterXPixel + (locationOriginX - locationCenterXLambert) * locationPixelsPerLambert; _EL_   locationOriginYfPixel=locationCenterYPixel - (locationOriginY - locationCenterYLambert) * locationPixelsPerLambert; _EL_   if (Debug.debugging("Lambert")) { _EL_     Debug.output("Creating LambertConformal: center x = " + locationCenterXLambert + ", center y = "+ locationCenterYLambert); _EL_     Debug.output("Creating LambertConformal: origin x = " + locationOriginX + ", origin y = "+ locationOriginY); _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	3322	False	defines an advanced crafting recipe , using a format string .
2	3323	False	writes < tag > value < / tag > to output stream
3	3324	False	write the given bytes to the encoder / decoder .
4	3325	False	a general connection method that returns a socket for a host and port .
5	3326	False	signify that this batch of input to the filter is finished .
6	3327	True	called when some fundamental parameters change .
