This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 2 vs 2)
Key: 2923
CacheID: 3455
Query: public boolean isConfigured(){ _EL_   LOG.debug("lookup url: " + url); _EL_   return url != null && !url.isEmpty(); _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	2918	False	add a new force function to the simulator .
2	2919	False	work around for google gson parser emitting numbers as ' lazily parsed ' numbers .
3	2920	False	test whether the specified range overlaps the current region
4	2921	False	creates a new okapi object
5	2922	False	prepare - e . g . , get parameters .
6	2923	True	method to quickly indicate if the service is not configured .
7	2924	False	convert a csv list into an array of strings .
8	2925	False	this method will be used to read the byte array from file based on offset and length ( number of bytes ) need to read
9	2926	False	move original file to backup directory .
10	2927	False	push a pair of nodes into the stack .
11	2928	False	clears storage in preparation for restore operation .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	6.509162530966515	5	1	6.879816709874452	5
2	6.624484650110896	6 (correct)	2	6.8864438580167056	6 (correct)
3	6.713284194283159	1	3	7.013050442462626	1
4	6.788430392808619	7	4	7.082333013955766	4
5	6.81012990230808	4	5	7.39229926721423	2
6	6.948955745536802	11	6	7.4362031603075565	11
7	6.9683686507861875	2	7	7.4868392586112265	7
8	7.828076228327542	10	8	8.148507968977302	10
9	7.932802479557406	9	9	8.15493120122312	9
10	8.864994730135816	8	10	9.088494571396105	8
11	8.9247372411784	3	11	9.157192146723888	3



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
