This query existed in database! 
Original GraphCodeBERT won! (augment top-K vs original top-K: 2 vs 1)
Key: 3204
CacheID: 7266
Query: boolean closeOutbound() throws SSLException { _EL_   if (sslEngine == null || sslEngine.isOutboundDone()) { _EL_     return false; _EL_   } _EL_   sslEngine.closeOutbound(); _EL_   createOutNetBuffer(0); _EL_   SSLEngineResult result; _EL_   for (; ; ) { _EL_     result=sslEngine.wrap(emptyBuffer.buf(),outNetBuffer.buf()); _EL_     if (result.getStatus() == SSLEngineResult.Status.BUFFER_OVERFLOW) { _EL_       outNetBuffer.capacity(outNetBuffer.capacity() << 1); _EL_       outNetBuffer.limit(outNetBuffer.capacity()); _EL_     } _EL_  else { _EL_       break; _EL_     } _EL_   } _EL_   if (result.getStatus() != SSLEngineResult.Status.CLOSED) { _EL_     throw new SSLException("Improper close state: " + result); _EL_   } _EL_   outNetBuffer.flip(); _EL_   return true; _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	3199	False	checks repeated boolean field equality ; null - value and 0 - length fields are considered equal .
2	3200	False	bring the given annotation to the front .
3	3201	False	adds an image to the animation with the specified duration ( time to display the image ) .
4	3202	False	builds a string denoting an ascii - encoded ion string , with double - quotes surrounding a single unicode code point .
5	3203	False	mark file we just uploaded for cleanup later .
6	3204	True	start ssl shutdown process .
7	3205	False	creates a centered bitmap of the desired size .
8	3206	False	write the pkginfo file into the application bundle
9	3207	False	returns an array holding the collected events .
10	3208	False	decode this set of pkcs9 attributes from the contents of its der encoding .
11	3209	False	process an attribute string of type t _ prefixlist into a vector of prefixes that may be resolved to urls .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	8.133164553399016	6 (correct)	1	8.496400734871035	9
2	8.23086266228144	9	2	8.5749615147066	6 (correct)
3	8.5226321408001	7	3	8.933073227919268	7
4	8.574743066858716	2	4	8.971199590662756	2
5	8.76459279737054	5	5	9.0557788911636	10
6	8.792083098812181	11	6	9.114169937439609	5
7	8.806366903779011	3	7	9.224394117806824	3
8	8.810016818991372	10	8	9.226393051491419	1
9	8.968222337339576	8	9	9.334368566032612	11
10	8.969074457076472	1	10	9.575474034121749	8
11	9.58963193714201	4	11	9.966605268914684	4



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
