This query existed in database! 
Original GraphCodeBERT won! (augment top-K vs original top-K: 2 vs 1)
Key: 3492
CacheID: 7276
Query: public void attributeUpdate(PrintServiceAttributeEvent psae){ _EL_   log.fine("attributeUpdate - " + psae); _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	3487	False	launches a deep sort on the array of feature vectors .
2	3488	False	remove all existing listeners .
3	3489	False	decrypts a hexbin string ( handling is case sensitive )
4	3490	False	rank loss - the average fraction of labels which are not correctly ordered .
5	3491	False	recursively add a cluster and its children .
6	3492	True	print service attribute listener .
7	3493	False	convenience method for decoding data to a file .
8	3494	False	make one pass of the idle object evictor .
9	3495	False	generate random population of given size
10	3496	False	creates a streaming session that can be customized by adding tracks .
11	3497	False	consultar todos visitantes cadastrdos na base de dados

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.265327908220263	6 (correct)	1	7.35800330812934	2
2	7.299557698489606	2	2	7.437441807834097	6 (correct)
3	7.334231205693577	1	3	7.537100575172994	5
4	7.375697467580545	5	4	7.6507849733726685	8
5	7.452152540017716	8	5	7.688788277047041	10
6	7.581771649428048	10	6	7.694212206323245	1
7	7.64424715069646	3	7	8.004851544416253	9
8	7.688394999226552	9	8	8.12700272228047	3
9	7.89526513928625	7	9	8.201398923171901	7
10	8.53700132268686	11	10	8.975369971443227	11
11	9.36818595539101	4	11	9.654355617045711	4



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
