This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 1 vs 2)
Key: 7195
CacheID: 1145
Query: public void writeLine(long time,float[] column){ _EL_   String str=Long.toString(time); _EL_   for (int i=0; i < column.length; ++i) { _EL_     str+=", " + column[i]; _EL_   } _EL_   writer.println(str); _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	7190	False	the code that does the real work of lookup .
2	7191	False	finds all history records for the given job .
3	7192	False	escapes a character if it has an escape sequence or is non - printable ascii .
4	7193	False	if a landmark has been added to the set of the active landmarks , this function re - evaluates the estimated remaining travel time based on the new set of active landmarks of the nodes contained in pendingnodes .
5	7194	False	draws indicator in case the expression text overflows on the y axis .
6	7195	True	write a line of values to the file with a timestamp
7	7196	False	this method returns true if the inputstream contains a pem encoded item
8	7197	False	creates the new close listener .
9	7198	False	controls the shard routing of the request .
10	7199	False	receive data with a specific buffer size
11	7200	False	deletes an attribute at the given position ( 0 to numattributes ( ) - 1 ) .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.621662306461582	9	1	7.785253601754631	6 (correct)
2	7.6464666677447335	6 (correct)	2	7.787206708024778	9
3	7.713853216128465	8	3	7.898165189782033	8
4	7.788288399311025	11	4	7.964612028100721	2
5	7.810636973791238	2	5	8.046424470579518	11
6	8.157716113500062	1	6	8.389195519637143	1
7	8.431761911063711	10	7	8.570793663157403	10
8	8.55133414925129	5	8	8.766937809030813	5
9	8.706755500952742	4	9	8.939189225376358	4
10	8.968348277292808	3	10	9.29926783095372	3
11	9.556820598273251	7	11	9.858299828643807	7



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
