This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 2 vs 3)
Key: 779
CacheID: 461
Query: public static Throwable shouldFail(Class clazz,Closure code){ _EL_   Throwable th=null; _EL_   try { _EL_     code.call(); _EL_   } _EL_  catch (  GroovyRuntimeException gre) { _EL_     th=ScriptBytecodeAdapter.unwrap(gre); _EL_   } _EL_ catch (  Throwable e) { _EL_     th=e; _EL_   } _EL_   if (th == null) { _EL_     fail("Closure " + code + " should have failed with an exception of type "+ clazz.getName()); _EL_   } _EL_  else   if (!clazz.isInstance(th)) { _EL_     fail("Closure " + code + " should have failed with an exception of type "+ clazz.getName()+ ", instead got Exception "+ th); _EL_   } _EL_   return th; _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	774	False	inserts a string into the content .
2	775	False	writes the data until there ' s space available
3	776	False	copy input to output and close the output stream before returning
4	777	False	check that a number of bookies are available
5	778	False	returns dst , the unrotated pixel location of the map .
6	779	True	asserts that the given code closure fails when it is evaluated and that a particular type of exception is thrown .
7	780	False	writes a raw packet to the desired interface .
8	781	False	process an attribute string of type t _ yesno into a boolean value .
9	782	False	load pbartner dependent order / invoice / shipment field .
10	783	False	this method will search list of wo ' s for the given criteria and eligible for mb .
11	784	False	creates a time period for the week in which the specified date / time falls , calculated relative to the specified time zone .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	9.258891376718273	3	1	9.372226691668056	3
2	9.435111936908772	1	2	9.667636693060299	6 (correct)
3	9.579367512697809	6 (correct)	3	9.69914777376385	1
4	9.619918386327134	7	4	9.717677165734605	7
5	10.01092438121787	9	5	10.094999273472443	9
6	10.055970675034	8	6	10.24266957342496	8
7	10.328639641880919	5	7	10.411232191923796	5
8	10.372239273351754	10	8	10.446098338203635	11
9	10.397686037192415	11	9	10.567504242091957	10
10	10.684471649443964	2	10	10.810489751470312	2
11	10.99800351154864	4	11	11.185199082086156	4



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
