This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 1 vs 2)
Key: 3424
CacheID: 751
Query: private ArrayList<String> parseJson(String text){ _EL_   text=text.substring(text.indexOf("\\nEvents\\n") + SIZE_OF_EVENTS,text.indexOf("\\n\\n\\nBirths")); _EL_   ArrayList<String> events=new ArrayList<String>(); _EL_   if (text.isEmpty()) { _EL_     return events; _EL_   } _EL_   int startIndex=0, endIndex=0; _EL_   while (endIndex != -1) { _EL_     endIndex=text.indexOf("\\n",startIndex + DELIMITER_SIZE); _EL_     String eventText=(endIndex == -1 ? text.substring(startIndex) : text.substring(startIndex,endIndex)); _EL_     Pattern pattern=Pattern.compile("\\\\u2013\\s*"); _EL_     Matcher matcher=pattern.matcher(eventText); _EL_     eventText=matcher.replaceAll(""); _EL_     pattern=Pattern.compile("(^\\d+)"); _EL_     matcher=pattern.matcher(eventText); _EL_     if (matcher.find()) { _EL_       eventText=matcher.replaceFirst(matcher.group(1) + ","); _EL_     } _EL_     eventText="In " + eventText; _EL_     startIndex=endIndex + 2; _EL_     events.add(eventText); _EL_   } _EL_   Collections.reverse(events); _EL_   return events; _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	3419	False	adds a tuple without firing a notification .
2	3420	False	adds a song to the adapter
3	3421	False	filter children by name and class
4	3422	False	emits a put method to put a value into a map .
5	3423	False	returns true if the object is a complex effect with an identical content
6	3424	True	parse json - formatted list of events / births / deaths from wikipedia , extract list of events and split the events into a string array of individual events .
7	3425	False	removes a listener from the list that is notified each time a change to the data model occurs
8	3426	False	replaces a portion of the string builder with another string .
9	3427	False	recursively adds a permission to a directory .
10	3428	False	running process accepting connections .
11	3429	False	learn a device using the given characteristics .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.474319432868675	7	1	8.51756141055097	6 (correct)
2	7.479046513669865	6 (correct)	2	8.723040022209961	8
3	7.5015616833527385	8	3	8.834622819838925	3
4	7.595243337477741	1	4	9.362841235622756	4
5	7.752097048995071	10	5	9.442256186616794	7
6	7.917009439099324	9	6	9.513784700886946	1
7	7.942208246034859	4	7	9.536181609209796	10
8	8.009361054319704	11	8	9.623067212561727	9
9	8.033682220877042	3	9	9.738404763757417	11
10	8.078437362134602	2	10	10.02980038285195	2
11	8.9736866605209	5	11	10.574361502103807	5



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
