This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 2 vs 3)
Key: 3040
CacheID: 703
Query: private void notifyActivityStateChanged(Bundle bundle){ _EL_   if (!mRecords.isEmpty()) { _EL_     Log.d(TAG,"notifyActivityStatusChanged:clients = " + mRecords.size()); _EL_ synchronized (mRecords) { _EL_       Iterator<Record> iterator=mRecords.iterator(); _EL_       while (iterator.hasNext()) { _EL_         Record record=(Record)iterator.next(); _EL_         FmRadioListener listener=record.mCallback; _EL_         if (listener == null) { _EL_           iterator.remove(); _EL_           return; _EL_         } _EL_         listener.onCallBack(bundle); _EL_       } _EL_     } _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	3035	False	creates a new websiteaddress from | originorhostorpattern | .
2	3036	False	resets the pending rams list .
3	3037	False	add the pad bytes to the passed in block , returning the number of bytes added .
4	3038	False	add a collection of commands to the page list .
5	3039	False	adds a sequence of statements to the end of this sequence when the sequence object is not null , otherwise does nothing .
6	3040	True	call back from service to activity
7	3041	False	sensitivity in percent to a percent change in the underlying spot price .
8	3042	False	reads the contents of httpentity into a byte [ ] .
9	3043	False	static method to round a float value to the number of decimal places defined by decimal _ places .
10	3044	False	this runner needs runner options ( user configurations ) and environment name ( inputted by user ) .
11	3045	False	returns a string describing this result producer

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	8.315258323545391	2	1	8.444476521661466	2
2	8.611519214022705	11	2	8.793095332449473	6 (correct)
3	8.615861018946186	6 (correct)	3	8.981108409570751	11
4	8.998345990556809	10	4	9.216763529794482	3
5	9.022397873050583	4	5	9.224289886305641	10
6	9.070750369788346	8	6	9.243682357821042	4
7	9.083468071808705	1	7	9.32661932610244	1
8	9.091580953858987	3	8	9.4010928744085	8
9	9.219296719440397	9	9	9.445615113845474	9
10	9.749932855138265	5	10	9.904795453581325	5
11	10.310439347594752	7	11	10.439605425719847	7



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
