This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 1 vs 1)
Key: 521
CacheID: 1594
Query: private DiffPart decodeAdd(final int blockSize_S,final int blockSize_L) throws UnsupportedEncodingException, DecodingException { _EL_   if (blockSize_S < 1 || blockSize_L < 1) { _EL_     throw new DecodingException("Invalid value for blockSize_S: " + blockSize_S + " or blockSize_L: "+ blockSize_L); _EL_   } _EL_   int s=r.read(blockSize_S); _EL_   int l=r.read(blockSize_L); _EL_   ByteArrayOutputStream output=new ByteArrayOutputStream(); _EL_   for (int i=0; i < l; i++) { _EL_     output.write(r.readByte()); _EL_   } _EL_   DiffPart part=new DiffPart(DiffAction.INSERT); _EL_   part.setStart(s); _EL_   part.setText(output.toString(WIKIPEDIA_ENCODING)); _EL_   return part; _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	516	False	test if profile is valid for lockdown , which requires ipv4 address for both server and dns .
2	517	False	pulls the response from the server and returns the code as a number .
3	518	False	checks whether the extension of the filename is one of those specified .
4	519	False	ctor for an outer join between two streams .
5	520	False	construct a kdb database from the supplied inputstream .
6	521	True	decodes an add operation .
7	522	False	sorts the array in place
8	523	False	trigger to rebuild the panel
9	524	False	feeds the inflater with the compressed bytes in poll mode , the caller should not call repeatedly this , without consuming first , checking isdatareadyforconsumer ( )
10	525	False	navigates to the next page ( if not already there ) .
11	526	False	the following two methods exist because in , out , and err must be initialized to null .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.295824133136694	6 (correct)	1	7.583541482933166	6 (correct)
2	7.62276873724557	5	2	7.936447826877307	11
3	7.656377711426948	11	3	7.9521793390627025	5
4	8.152262603596935	9	4	8.34065794764372	9
5	8.157805283443306	4	5	8.35364788985458	4
6	8.176548342001258	2	6	8.435313925976697	2
7	8.386046461167995	10	7	8.575712205465544	10
8	8.574460467773278	8	8	8.816996148915564	8
9	8.712470227404745	1	9	8.994687560905367	1
10	8.80638748285058	3	10	9.030205234056417	3
11	9.525874355662355	7	11	9.789644036206685	7



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
