This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 2 vs 2)
Key: 5426
CacheID: 5418
Query: protected static byte[] read(InputStream is) throws IOException { _EL_   final boolean close=true; _EL_   ByteArrayOutputStream baos=new ByteArrayOutputStream(); _EL_   try { _EL_     int i; _EL_     while ((i=is.read()) != -1) { _EL_       baos.write(i); _EL_     } _EL_   } _EL_   finally { _EL_     try { _EL_       if (close) { _EL_         is.close(); _EL_       } _EL_       baos.close(); _EL_     } _EL_  catch (    Exception ex) { _EL_       log.warn("Could not close input/output stream: " + ex,ex); _EL_     } _EL_   } _EL_   return baos.toByteArray(); _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	5421	False	close selector if needed .
2	5422	False	returns the value of subtracting the first from the second number .
3	5423	False	adds the provided required attributes .
4	5424	False	shows up history dialog
5	5425	False	returns the number of elements in this queue .
6	5426	True	read a stream into a byte [ ] .
7	5427	False	construct a lazyfuturestream from an publisher
8	5428	False	creates a new protobuf handler .
9	5429	False	the real guts of parsenetworkresponse .
10	5430	False	get a notification by its id .
11	5431	False	setup the green gradient

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	8.376199919648043	1	1	8.483415237187794	1
2	8.510823599249106	6 (correct)	2	8.606065711157804	6 (correct)
3	8.89732274054571	8	3	9.044382214217134	8
4	8.974014726634353	9	4	9.177758867302602	9
5	9.300945381089956	3	5	9.49568126971201	5
6	9.416196162384413	5	6	9.499474136303553	7
7	9.422575333539125	7	7	9.561462661293627	3
8	9.445663280439446	4	8	9.674007747598024	4
9	9.635417095534956	10	9	9.787647304527862	10
10	9.771437148116986	2	10	9.846387813105633	2
11	9.829739730064128	11	11	9.979548842818883	11



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
