This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 1 vs 1)
Key: 1990
CacheID: 2738
Query: public GenericSipMsrpSession createMsrpSession(ContactId contact,String featureTag,String[] acceptTypes,String[] acceptWrappedTypes){ _EL_   if (sLogger.isActivated()) { _EL_     sLogger.info("Initiate a MSRP session with contact " + contact); _EL_   } _EL_   return new OriginatingSipMsrpSession(this,contact,featureTag,mRcsSettings,System.currentTimeMillis(),mContactManager,acceptTypes,acceptWrappedTypes); _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	1985	False	retrieve the first element and remove it from the list
2	1986	False	handles user interaction with the property panel .
3	1987	False	upgrades a server instance .
4	1988	False	creates a new instance of the class represented by the given class object
5	1989	False	pops a type from the output frame stack .
6	1990	True	initiate a msrp session
7	1991	False	create a new forum post .
8	1992	False	draw a mark transforming co - ordinates to each axis
9	1993	False	componentlistener interface method .
10	1994	False	reforms the value change and informs the listeners .
11	1995	False	writes bytes to zip entry .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.256479058755685	6 (correct)	1	7.83976362367195	6 (correct)
2	7.905108605748932	2	2	8.514391514444805	2
3	8.017590058028908	10	3	8.746875273233458	10
4	8.073989955830656	3	4	8.771046147829432	3
5	8.083656267059292	11	5	8.827750830021435	7
6	8.269540328095628	7	6	8.904693635729531	11
7	8.569800519115821	5	7	9.357446819851758	5
8	8.680342716854096	1	8	9.37908653821875	1
9	8.894274267986987	9	9	9.706220813945084	9
10	9.578204659169977	4	10	10.236608887155196	4
11	9.76435051865192	8	11	10.43201350475394	8



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
