This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 1 vs 1)
Key: 6142
CacheID: 5982
Query: protected void errorMessage(String msg) throws IOException { _EL_   String str=msg + ", read " + m_Tokenizer.toString(); _EL_   if (m_Lines > 0) { _EL_     int line=Integer.parseInt(str.replaceAll(".* line ","")); _EL_     str=str.replaceAll(" line .*"," line " + (m_Lines + line - 1)); _EL_   } _EL_   throw new IOException(str); _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	6137	False	receive notification of a recoverable xslt processing error .
2	6138	False	get the head of the assocation list that is keyed by target .
3	6139	False	create a unionpathiterator object , including creation of location path iterators from the opcode list , and call back into the compiler to create predicate expressions .
4	6140	False	executes the unziprunnable using the provided monitor to update the user and provide cancel capabilities .
5	6141	False	read a record from the database .
6	6142	True	throws error message with line number and last token read .
7	6143	False	constant - time spookyhash 4 - word - state hashing reusing precomputed state partially .
8	6144	False	if the deal has more deals , this returns true ; false otherwise .
9	6145	False	adds an issuer to the criterion for the issuer distinguished names .
10	6146	False	creates a copy of nodes map without the given node .
11	6147	False	write the given device to storage if we are master .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.274838541810461	6 (correct)	1	7.491140357033508	6 (correct)
2	7.647902051983589	10	2	7.939936439782852	10
3	7.761582926633947	4	3	7.9886391928515454	4
4	7.795511483274196	1	4	8.059004521923045	1
5	7.909961028594959	7	5	8.275531821608988	7
6	8.133471556601952	8	6	8.409626646043819	5
7	8.229541537421996	5	7	8.603754155411918	3
8	8.376882499640718	3	8	8.725920990326983	8
9	8.563757839897434	11	9	8.818767659493727	11
10	8.655029056181947	2	10	8.908918184160083	2
11	8.817986353076927	9	11	8.92723032224794	9



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
