This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 8 vs 9)
Key: 1358
CacheID: 518
Query: boolean suppressedBy(DNSIncoming msg){ _EL_   try { _EL_     for (    DNSRecord answer : msg.getAllAnswers()) { _EL_       if (suppressedBy(answer)) { _EL_         return true; _EL_       } _EL_     } _EL_     return false; _EL_   } _EL_  catch (  ArrayIndexOutOfBoundsException e) { _EL_     logger.log(Level.WARNING,"suppressedBy() message " + msg + " exception ",e); _EL_     return false; _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	1353	False	creates a raster with the same layout but using a different width and height , and with new zeroed data arrays .
2	1354	False	return an error response generated by a validation failure , invalid json , etc .
3	1355	False	check start block for occupied for start of run
4	1356	False	parse a switch command .
5	1357	False	initialize the layerhandler by having it construct it ' s layers from a url containing an openmap . properties file .
6	1358	True	true if this record is suppressed by the answers in a message .
7	1359	False	creates an properties object initialized with the value from the given map .
8	1360	False	selects nodes using css3 selector query and returns the very first one .
9	1361	False	takes a string of representing token separated properties and returns an array of parsed strings .
10	1362	False	generate the points that will generate the curved line between two points .
11	1363	False	compares a locale against a primary locale .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.94226929578611	2	1	8.461097222705357	2
2	8.03080533605444	8	2	8.535803494950935	8
3	8.42024412152509	1	3	8.887533751918557	1
4	8.546388782713292	3	4	8.953064458954604	3
5	8.600863950459303	9	5	9.198617966172002	9
6	8.868973084876624	11	6	9.298130097673114	11
7	8.88716895161201	7	7	9.358198652121102	7
8	8.979438696505598	5	8	9.397179806424626	6 (correct)
9	9.16861174317344	6 (correct)	9	9.475342342172842	5
10	9.368303062588591	10	10	9.739693414087817	10
11	9.383061617172558	4	11	9.899798729650803	4



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
