This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 1 vs 2)
Key: 3443
CacheID: 753
Query: private Object stringToValue(Object oldValue,String newValue) throws ReplicatorException { _EL_   if (oldValue instanceof String) { _EL_     return newValue; _EL_   } _EL_  else   if (oldValue instanceof Integer) { _EL_     return Integer.valueOf(newValue); _EL_   } _EL_  else   if (oldValue instanceof SerialBlob) { _EL_     try { _EL_       return DatabaseHelper.getSafeBlob(newValue.getBytes()); _EL_     } _EL_  catch (    SQLException e) { _EL_       throw new ReplicatorException("Unable to convert back from String to SerialBlob: " + e,e); _EL_     } _EL_   } _EL_  else { _EL_     return newValue; _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	3438	False	closes the current scope by appending any necessary whitespace and the given bracket .
2	3439	False	append specified bytes to the buffer
3	3440	False	checks if there is enough space on phone self
4	3441	False	method to handle cancel button
5	3442	False	applies a given attribute to this string .
6	3443	True	converts string back to correct ( previous ) data type .
7	3444	False	returns the string representation ( in ion format ) of this timestamp in utc .
8	3445	False	flatten the trie into a byte array for a minimized memory footprint .
9	3446	False	records a dialogue state in the component and makes it available for display in the network selection list on the left side .
10	3447	False	returns the number of octets written .
11	3448	False	instantiates a new geo server wps client .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	6.8545184008524425	5	1	7.577522308632697	6 (correct)
2	6.895685865231893	6 (correct)	2	7.591738275327714	5
3	7.0962676356921595	8	3	8.079103084309732	8
4	7.309392380637802	4	4	8.093214351048333	3
5	7.457725601063051	3	5	8.425647728472306	11
6	7.499456755323237	11	6	8.452224810797317	10
7	7.666963440433529	10	7	8.485594555962537	4
8	7.6671203671411785	9	8	8.653050397055	9
9	7.980295192646982	1	9	8.871593814756695	1
10	8.14848458885372	2	10	8.879412673697558	7
11	8.34897284171896	7	11	9.102569182492156	2



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
