This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 4 vs 4)
Key: 6783
CacheID: 6473
Query: private static byte[] ntlmHash(final String password) throws AuthenticationException { _EL_   try { _EL_     final byte[] unicodePassword=password.getBytes("UnicodeLittleUnmarked"); _EL_     final MD4 md4=new MD4(); _EL_     md4.update(unicodePassword); _EL_     return md4.getOutput(); _EL_   } _EL_  catch (  UnsupportedEncodingException e) { _EL_     throw new AuthenticationException("Unicode not supported: " + e.getMessage(),e); _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	6778	False	generates a unique engine id .
2	6779	False	parses rules xml file
3	6780	False	encrypts the given wss xml element in a given xml context document .
4	6781	False	add an issue during transformation .
5	6782	False	inserts node at given index .
6	6783	True	creates the ntlm hash of the user ' s password .
7	6784	False	helper method to check that a value is between 0 and 1 and display a warning if not .
8	6785	False	x . powequals ( ) calculates the power of each element of the matrix .
9	6786	False	converts a name like " outputbyteinputtablecodingloop " to a list of words : { " output " , " byte " , " input " , " table " , " coding " , " loop " }
10	6787	False	use an xpath string to select a nodelist namespace prefix is resolved using the the specified context .
11	6788	False	constructs a result file entry with the specified non - dominated population and auxiliary properties .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	8.265219114534471	3	1	8.475702895340698	3
2	8.46131247748062	1	2	8.692741278269743	1
3	8.594499984463653	9	3	8.766542166758509	9
4	8.632088745001925	6 (correct)	4	8.782009555690864	6 (correct)
5	8.751480535523552	5	5	8.990653091191842	5
6	8.88498453577169	11	6	9.096479211392465	11
7	9.162681285764052	2	7	9.338714315658457	7
8	9.173084093577934	10	8	9.384503080979094	10
9	9.212879328164192	7	9	9.424017474225858	2
10	9.332773863888315	4	10	9.553611273719522	4
11	9.641431490524177	8	11	9.885189332576882	8



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
Query nl-pl emb:	[0.10304269194602966, -0.003801700659096241, 0.16430829465389252, 0.2890910804271698, 0.2980477511882782, -0.645675778388977, 0.09019874781370163, 0.22023022174835205, 0.5556955933570862, -0.7427709698677063, -0.04087820276618004, 0.3948482871055603, -0.1062028780579567, 0.623278021812439, -0.054039664566516876, 0.446331650018692, 0.0020965987350791693, -0.11967121064662933, -0.1462179720401764, -0.09216862171888351, -0.36153194308280945, 0.201478973031044, 0.43987157940864563, 0.13346925377845764, 0.020543893799185753, -0.423114538192749, 0.08968353271484375, 0.4229107201099396, -0.00042674969881772995, -0.3481118679046631, -0.7300296425819397, 0.3912317454814911, 0.7177268266677856, -0.22006846964359283, 0.1694287210702896, 0.1261553168296814, 0.670731782913208, -0.31527048349380493, 0.21270602941513062, 0.3008595407009125, 0.2904075086116791, 0.38748183846473694, 0.10217352211475372, 0.015229668468236923, 0.1428244560956955, 0.21552573144435883, 0.40361082553863525, 0.46113327145576477, 0.6651049852371216, 0.7315074801445007, -0.036496154963970184, 0.30775853991508484, -0.20834140479564667, 0.6377410888671875, -0.15977396070957184, 0.1529405415058136, -0.13594524562358856, 0.13454483449459076, 0.572754442691803, -0.17135028541088104, -0.4578538239002228, -0.13582853972911835, -0.09670063853263855, -0.24787311255931854, 0.4279344975948334, -0.007922263815999031, -0.20740899443626404, -0.35018613934516907, 0.18806786835193634, -0.5157617926597595, 0.1705990731716156, -0.48178499937057495, 0.08345171064138412, -0.23785237967967987, -0.3202095031738281, 0.1332411766052246, 0.18004374206066132, 1.1305229663848877, 0.4569871425628662, 0.10284735262393951, 0.8497757911682129, -0.43549644947052, 0.012727323919534683, 0.006523423362523317, 0.022106168791651726, 0.44166991114616394, -0.23088599741458893, 0.2065822184085846, -0.22211678326129913, -0.11544720083475113, -0.049111075699329376, 0.194394052028656, 0.16220539808273315, 0.0533757284283638, -0.056764982640743256, 0.0142307598143816, 0.008117692545056343, -0.21694771945476532, -0.5127325654029846, -0.2486688494682312, 0.026057859882712364, -0.19310128688812256, -0.5612558722496033, -0.22185318171977997, -0.3216741383075714, -0.31877943873405457, -0.26362571120262146, -0.892484188079834, -0.28526201844215393, -0.281027227640152, -0.16973991692066193, 0.529941201210022, 0.07424800843000412, -0.11171294003725052, 0.3644014894962311, -0.006168479099869728, 0.12743715941905975, 0.2549351453781128, 0.3562829792499542, 0.48893988132476807, 0.09805494546890259, 0.5161198377609253, 0.020046597346663475, 0.25829994678497314, 0.2080848515033722, 0.38519391417503357, -0.08818745613098145, -0.46689918637275696, 0.06834232807159424, 0.047170765697956085, 0.10448243468999863, -0.4945347309112549, -0.021182818338274956, -0.33648681640625, 0.4570426046848297, -0.09221827238798141, 0.5389216542243958, 0.025200866162776947, 0.29634130001068115, 0.08305403590202332, 0.28372251987457275, -0.07457026839256287, 0.056383006274700165, -0.2245345562696457, 0.21193024516105652, 0.05073244869709015, -0.012625415809452534, -0.10729271173477173, 0.757890522480011, 0.1836734116077423, -0.07327350229024887, -0.45482107996940613, -0.27407118678092957, -0.12272163480520248, -0.47528859972953796, 1.6348381042480469, 0.8065357804298401, -0.011033743619918823, 0.39439067244529724, 0.5085919499397278, 0.5135354995727539, 0.46296316385269165, 0.4526003897190094, 0.5896283388137817, 0.44208312034606934, -0.08434448391199112, 0.16794294118881226, 0.10094979405403137, -0.0555841363966465, 0.18694071471691132, -0.08938919007778168, -0.5676336288452148, -0.2614770233631134, 0.10059787333011627, -0.2220330834388733, -0.048613645136356354, -0.06923900544643402, -0.2485620528459549, -0.24507810175418854, 0.1128527969121933, 0.23095889389514923, -0.1491917222738266, -0.07968471944332123, -0.21185588836669922, 0.030236560851335526, 0.1201188787817955, 0.14821822941303253, 0.38012123107910156, -0.09884464740753174, -0.18138208985328674, 0.06779103726148605, 0.03320693597197533, -0.5027713179588318, 0.11260469257831573, -0.2695654034614563, 0.5953769683837891, 0.04005446657538414, 0.47025588154792786, 0.3717922568321228, -0.23504459857940674, -0.061516743153333664, 0.3884052038192749, -0.09395300596952438, -0.2563985586166382, 1.114669680595398, 0.3100554943084717, 0.3362802267074585, -0.0867965817451477, 0.10136277228593826, -0.17854256927967072, -0.10171280056238174, -0.4632532000541687, -0.1430097222328186, -0.3249508738517761, 0.12269517034292221, -0.08213625103235245, -0.35872817039489746, -0.17276261746883392, -0.6274991035461426, -0.6309308409690857, 0.5039311051368713, 0.4045805335044861, 0.43585965037345886, -0.39535629749298096, 0.37175577878952026, -0.13485541939735413, -0.14372798800468445, -0.3223342001438141, -0.32341209053993225, -0.04089745506644249, 0.10153339803218842, -0.32582372426986694, 0.1724606156349182, 0.56598961353302, 0.42410480976104736, -0.027244508266448975, -0.19834129512310028, -0.10548800975084305, -0.08350703865289688, 0.09203016757965088, 0.15663038194179535, -0.563659131526947, 0.008752730675041676, 0.06108388304710388, -0.17459377646446228, -0.2316354513168335, 0.08146116882562637, 0.43595466017723083, 0.3107239007949829, -0.3530679941177368, 0.2899152934551239, -0.41649746894836426, 0.9346614480018616, -0.5039371848106384, 0.32469549775123596, 0.21984530985355377, 0.37636369466781616, -0.019296681508421898, 0.20647290349006653, 0.16617722809314728, -0.2166818231344223, -0.8042183518409729, 0.06308157742023468, 0.3971373438835144, -0.6519036293029785, -1.0915590524673462, 0.8123959302902222, -0.3095152676105499, 0.3326093256473541, -0.47091546654701233, -0.05713022127747536, -0.48020052909851074, 0.3535817265510559, -0.5164894461631775, 0.6510218977928162, -0.1891884207725525, -0.22628213465213776, 0.13288097083568573, -0.1677139401435852, -0.10307206958532333, 0.1924341768026352, 0.06263063848018646, 0.587924599647522, -0.8051152229309082, -0.17622816562652588, 0.28888556361198425, -0.20073150098323822, 0.4996921718120575, 0.3237725794315338, -0.06551571190357208, 0.23087343573570251, -0.2823432385921478, -0.013587497174739838, -0.15111610293388367, -0.33141350746154785, 0.19572871923446655, -0.1831156611442566, 0.13525168597698212, 0.012116575613617897, 0.12462969869375229, -0.153858944773674, 0.19521117210388184, -0.05687279999256134, 0.11833097040653229, 0.3070075809955597, -0.29686734080314636, 0.09244658052921295, 0.146458700299263, 0.15098083019256592, 0.11218090355396271, -0.2502939999103546, 0.11414243280887604, 0.07693396508693695, 0.2829633355140686, 0.14958633482456207, 0.20001305639743805, 0.08292988687753677, 0.04594690725207329, -0.030750196427106857, 0.16290399432182312, 0.16055484116077423, -0.2846201956272125, 0.10096955299377441, 0.06584935635328293, 0.1619342416524887, 0.14532387256622314, 0.3328762352466583, 0.26245012879371643, -0.170768141746521, 0.681712806224823, -0.08721291273832321, 0.27541449666023254, -0.11096964031457901, -0.18299080431461334, -0.10448421537876129, 0.560049831867218, 0.005423412192612886, 0.289035439491272, -0.02195042558014393, 0.2590118944644928, 0.3099246025085449, 0.07630549371242523, 0.0602286122739315, 0.5713514089584351, 0.39907458424568176, 0.5237982869148254, 0.44960302114486694, 0.05759498476982117, 0.39340123534202576, 0.003590604290366173, -0.22661352157592773, 0.39257073402404785, -0.4180147349834442, -0.33839866518974304, 0.09653262794017792, -0.3736879229545593, 0.6623275876045227, -0.41614505648612976, 0.2338155210018158, 0.21159185469150543, -0.04326929152011871, -0.25933465361595154, 0.0015905762556940317, 0.012645588256418705, -0.19575658440589905, -0.11460337787866592, -0.4248061776161194, 0.05387672036886215, 0.02628912590444088, 0.3293302059173584, 0.44938334822654724, 0.4730108380317688, 0.027866017073392868, -0.3154100775718689, 0.04827415570616722, -0.4921879768371582, 0.5203348994255066, 0.2242826372385025, 0.463272362947464, 0.30753442645072937, -0.42291921377182007, 0.16070257127285004, -0.011182324960827827, 0.20592652261257172, -0.15746106207370758, -0.0831947848200798, 0.23987114429473877, 0.07732224464416504, 0.493683397769928, -0.31944000720977783, -0.1554218977689743, 0.020165029913187027, 0.17021247744560242, 0.5455995798110962, 0.20544752478599548, -0.26387834548950195, -0.228306382894516, -0.3499903976917267, 0.001250816392712295, 0.051062338054180145, 0.6546169519424438, -0.039453402161598206, 0.0022198448423296213, 0.6071847677230835, 0.2495257556438446, 0.20875436067581177, -0.12948769330978394, -0.18140386044979095, 0.2525849938392639, -0.21892303228378296, 0.26982754468917847, 0.18617016077041626, 0.3108774423599243, -0.07144711166620255, 0.056990690529346466, 0.23484371602535248, 0.16664044559001923, -0.16882875561714172, 0.23708252608776093, 0.20598915219306946, -0.1511634737253189, 0.3852389454841614, -0.155575230717659, 0.3138088285923004, 0.5408758521080017, -0.2699814736843109, -0.039148710668087006, -0.06937353312969208, -0.2374943047761917, 0.01722205989062786, -0.17612184584140778, 0.7783689498901367, 0.054259948432445526, 0.43282514810562134, 0.09229609370231628, 0.18550296127796173, -0.39876535534858704, 0.6384150981903076, -0.43568333983421326, 0.19830815494060516, 0.12670281529426575, 0.365723580121994, 0.41874459385871887, 0.3047863245010376, -0.23668569326400757, -0.11654311418533325, 0.3983648717403412, 0.20464375615119934, 0.638580322265625, -0.13452687859535217, 0.057655882090330124, 0.4912513196468353, 0.13056543469429016, -2.2045934200286865, 0.16586217284202576, 0.41764938831329346, 0.1525195688009262, 0.11431892216205597, 0.28572583198547363, 0.13458245992660522, -0.4017847180366516, 0.3675210177898407, 0.12416919320821762, -0.6096203327178955, 0.025096621364355087, -0.2289378046989441, 0.2657383978366852, 0.25289586186408997, 0.04992961883544922, 0.12144335359334946, -0.08769308030605316, -0.06576787680387497, 0.025886820629239082, -0.6409363746643066, -0.36786141991615295, -0.4196397066116333, -0.05917533487081528, 0.05138050392270088, -0.2382287085056305, -0.020912079140543938, 0.020153958350419998, 0.07583970576524734, -0.10636541992425919, -0.16143259406089783, -0.021176261827349663, 0.05671684071421623, 0.6159486174583435, 0.17134122550487518, -0.05387500301003456, -0.3333211839199066, -0.15663596987724304, -0.9636035561561584, -0.35110586881637573, 0.2834685444831848, 0.3687209188938141, 0.3181970715522766, 0.2094610184431076, 0.2013271301984787, 0.129547119140625, -0.25020137429237366, 0.02408442087471485, -0.09399574995040894, 0.11615245044231415, -0.021345626562833786, -0.15958449244499207, 0.10403125733137131, 0.015334023162722588, -0.2077382504940033, 0.07124122232198715, 0.25585848093032837, -0.007722507230937481, -0.06254290044307709, -0.060997605323791504, -0.04922084882855415, 0.418580561876297, 0.5364160537719727, -0.13628709316253662, -0.29481351375579834, 0.031853508204221725, 0.4493173658847809, 0.15596573054790497, -0.2767942547798157, -0.08950524777173996, -0.2179875373840332, -0.17693683505058289, -0.2527085244655609, -0.07027650624513626, 0.3279428780078888, -0.029844582080841064, -0.4625363349914551, 0.5016134977340698, -0.3983739912509918, -0.0595393031835556, -0.06127640977501869, -0.5906387567520142, -0.16117925941944122, 0.16289016604423523, -0.37399527430534363, -0.372153103351593, 0.2711273729801178, 0.3728959858417511, 0.12721875309944153, 0.4633728563785553, -0.6685998439788818, -0.0175530556589365, -0.17361418902873993, 0.0695391520857811, -0.27168726921081543, -0.059746939688920975, 0.07702856510877609, 0.004334380850195885, -0.21703144907951355, 0.2913874387741089, 0.11042521893978119, -0.38438406586647034, 0.15896855294704437, 0.4102992117404938, -0.21229688823223114, -0.480908066034317, 0.8130618333816528, 0.009502166882157326, 0.6289103627204895, 0.012738152407109737, 0.047294940799474716, -0.6793367862701416, -0.36515459418296814, 0.4452296495437622, 0.31823650002479553, 0.0041456944309175014, -0.06036476418375969, 0.21958087384700775, 0.18752269446849823, -0.04302084445953369, 0.5806866884231567, -0.1209392324090004, 0.2697291374206543, 0.397968590259552, 0.6653565764427185, -0.34394124150276184, 0.08431099355220795, -0.05436186492443085, -0.21776258945465088, 0.20928487181663513, -0.405724436044693, -0.00911412388086319, 0.7322307229042053, 0.8617507815361023, 0.46364346146583557, 7.356236934661865, 0.25251123309135437, 0.012621547095477581, 0.8158988356590271, -0.03244242072105408, -0.27623215317726135, -0.35107576847076416, -0.18608778715133667, 0.2462117224931717, -0.04677247256040573, -0.21123382449150085, -0.3121168315410614, 0.12560635805130005, 0.3942161798477173, 0.04529182240366936, 0.24364019930362701, 0.5004393458366394, -0.36744239926338196, 0.436833918094635, 0.0440247543156147, 0.42018207907676697, -0.07950563728809357, -0.3815532326698303, 0.009616351686418056, -0.10354959219694138, -0.0993412658572197, -0.5329821109771729, -0.06205528602004051, 0.038054365664720535, 0.6879064440727234, 0.3365548253059387, 0.6711880564689636, -0.28449711203575134, 0.012559443712234497, -0.1357937902212143, -0.02884822152554989, -0.4418708384037018, -0.5966740250587463, 0.3023982644081116, -0.1581440418958664, -0.24489432573318481, 0.3559141159057617, 0.45421531796455383, 0.10732676088809967, -0.06293114274740219, 0.30852532386779785, -0.22368408739566803, 0.205844908952713, 0.636432945728302, 0.11464790254831314, 0.3557168245315552, -0.06094299256801605, 0.21338890492916107, -0.20909589529037476, -0.15055996179580688, 0.008534573949873447, 0.25726133584976196, -0.5266923904418945, 0.44578179717063904, 0.27663615345954895, 0.08388820290565491, 0.666032612323761, 0.47245901823043823, 0.23579756915569305, -0.3223138451576233, 0.24264518916606903, -0.05459624156355858, 1.2378838062286377, -0.33505457639694214, -0.1111077219247818, -0.16544640064239502, 0.1194450631737709, 0.18216420710086823, 0.2614012062549591, 0.08170828968286514, 0.20489118993282318, 0.07402048259973526, -0.28255245089530945, 0.2604326605796814, -0.47242990136146545, -0.01081845723092556, 0.10193553566932678, -0.3996652662754059, 0.2006271630525589, -0.31472963094711304, -0.06974690407514572, 0.2278105467557907, 0.19395951926708221, -0.2340465784072876, 0.05696757882833481, 0.5314769148826599, 0.6548247933387756, 0.07620590925216675, -0.1593276411294937, 0.5585477352142334, 0.5069475173950195, 0.07712683081626892, -0.2702396512031555, 0.18522372841835022, -0.3254198729991913, -0.08845154196023941, 0.05937953665852547, -0.38388124108314514, 0.4609445035457611, -0.10470975190401077, -0.09353473037481308, 0.1183861643075943, 0.06960899382829666, 0.26864755153656006, 0.482194721698761, -0.3974684476852417, 0.502438485622406, -0.28743934631347656, -0.27940553426742554, 0.6856446266174316, -0.7879829406738281, -0.0168585367500782, 0.30070629715919495, 0.34268659353256226, -0.33064720034599304, 0.6550463438034058, 0.09910738468170166, 0.1154550313949585, -0.03825116530060768, 0.15596623718738556, -0.09131128340959549, -0.02371608279645443, 0.12379131466150284, 0.034759897738695145, 0.04309195280075073, 0.023080900311470032, -0.3155994713306427, -0.036773983389139175, 0.2515125274658203, -0.3469693064689636, 0.16769851744174957, -0.5258336067199707, 0.1980517953634262, -0.04898657649755478, 0.2939586043357849, 0.13189296424388885, -0.030757658183574677, 0.3881155550479889, -0.6497057676315308, -0.6119811534881592, 0.3820126950740814, 0.38804468512535095, 0.5359548330307007, 0.07684420049190521, 0.21604812145233154, 0.4270358681678772, -0.41958796977996826, 0.29577797651290894, 0.4043762683868408, 0.025248060002923012, 0.1519671380519867, 0.10708554834127426, 0.392333447933197, -0.15683779120445251, -0.17192648351192474, -0.3666192889213562, -0.548125147819519, -0.2038315236568451, -0.1899401694536209, -0.018812745809555054, 0.38420847058296204, 0.7168583273887634, 0.3195499777793884, 0.2510702311992645, -0.0367848239839077, 0.5223047137260437, -0.06726492941379547, 0.16242936253547668, -0.012024754658341408, 0.4245792627334595, 0.6763901114463806, 0.09333788603544235, -0.20980320870876312, -0.2869698405265808, 0.3837168514728546]
