This query existed in database! 
GraphCodeBERT+PropMiner won! (augment top-K vs original top-K: 5 vs 7)
Key: 2795
CacheID: 236
Query: public void reconnect(){ _EL_   if (opened && !allowConnectionRecovery) { _EL_     return; _EL_   } _EL_   reconnectwait thread=new reconnectwait(); _EL_   thread.start(); _EL_   try { _EL_     thread.join(); _EL_   } _EL_  catch (  InterruptedException e) { _EL_     log.error("Unable to join to the reconnection thread " + e.getMessage()); _EL_   } _EL_   if (!opened) { _EL_     log.error("Failed to re-establish connectivity"); _EL_   } _EL_  else { _EL_     log.info("Reconnected to " + getCurrentPortName()); _EL_     resetupConnection(); _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	2790	False	refreshlocal files from inital path
2	2791	False	create a dnsrecord with a name , type , class , and ttl .
3	2792	False	indents the specified text , surrounds it with brackets and put the content on a separate line .
4	2793	False	adds the content spec to the given element declaration .
5	2794	False	expands the hash " spine " - - equivalent to increasing the number of buckets in a conventional hash table .
6	2795	True	attempts to reconnect to a failed server
7	2796	False	returns unmodifiable collections of records .
8	2797	False	reset all components before parsing and namespace context
9	2798	False	distance between circle center
10	2799	False	constructs a simplecommand from the given command name and the list of arguments .
11	2800	False	grows the size of the stack

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	8.69111858093735	7	1	9.135862070276714	7
2	8.905122576895517	3	2	9.237967704505131	3
3	9.07765021463329	2	3	9.439742844391079	2
4	9.124704914370591	10	4	9.478912170918848	4
5	9.13115086181819	4	5	9.527484959316011	6 (correct)
6	9.14784577933987	8	6	9.561678380030978	8
7	9.313421167298792	6 (correct)	7	9.620934571039813	5
8	9.354820793869761	5	8	9.631983511908187	10
9	9.56737087953838	1	9	10.115679673388485	1
10	9.810794092394882	9	10	10.331953301161601	9
11	10.296138893124327	11	11	10.51716043427574	11



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
