This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 1 vs 1)
Key: 2195
CacheID: 2902
Query: public void start(){ _EL_   if (setState(EnumSet.of(TaskState.INITIAL,TaskState.QUEUED),TaskState.RUNNING)) { _EL_     DHT.logDebug("Starting Task: " + toString()); _EL_     startTime=System.currentTimeMillis(); _EL_     try { _EL_       serializedUpdate.run(); _EL_     } _EL_  catch (    Exception e) { _EL_       DHT.log(e,LogLevel.Error); _EL_     } _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	2190	False	initialize local and target info
2	2191	False	puts a new element into the dom document .
3	2192	False	construct this object from one of the strings in the " fmt _ list " parameter
4	2193	False	determine the matching test .
5	2194	False	converts a relative url e . g . : / myfile . html to an absolute url
6	2195	True	start the task , to be used when a task is queued .
7	2196	False	load from the store .
8	2197	False	access breakpoint instruction at specified line number in set of instructions ( if valid )
9	2198	False	close plog file .
10	2199	False	parses the first consonant .
11	2200	False	creates a new buddypanelcontroller .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.467836565687835	6 (correct)	1	7.666635562565365	6 (correct)
2	7.629663793603104	11	2	7.886184672157542	11
3	7.7019555399232305	3	3	8.03937601423042	2
4	7.703351523155092	2	4	8.074781561632713	9
5	7.807036983048236	4	5	8.186842331334477	3
6	7.934196678178502	9	6	8.333258573952534	4
7	8.332200143429793	10	7	8.703946791569654	10
8	8.495284089709982	8	8	8.831231258573808	7
9	8.647457662045436	7	9	8.875085346975759	8
10	8.72022188193488	1	10	9.339997328545204	1
11	8.871765894233361	5	11	9.485952965534484	5



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
