This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 1 vs 1)
Key: 4578
CacheID: 4736
Query: private void reportProgress(State state,InnerState innerState){ _EL_   long now=System.currentTimeMillis(); _EL_   if (innerState.mBytesSoFar - innerState.mBytesNotified > Constants.MIN_PROGRESS_STEP && now - innerState.mTimeLastNotification > Constants.MIN_PROGRESS_TIME) { _EL_     mInfo.mCurrentBytes=innerState.mBytesSoFar; _EL_     mDB.updateDownloadCurrentBytes(mInfo); _EL_     innerState.mBytesNotified=innerState.mBytesSoFar; _EL_     innerState.mTimeLastNotification=now; _EL_     long totalBytesSoFar=innerState.mBytesThisSession + mService.mBytesSoFar; _EL_     if (Constants.LOGVV) { _EL_       Log.v(Constants.TAG,"downloaded " + mInfo.mCurrentBytes + " out of "+ mInfo.mTotalBytes); _EL_       Log.v(Constants.TAG,"     total " + totalBytesSoFar + " out of "+ mService.mTotalLength); _EL_     } _EL_     mService.notifyUpdateBytes(totalBytesSoFar); _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	4573	False	convenience method for computing the hmac key derivation function .
2	4574	False	check if the given emote is on the list of ignored emotes .
3	4575	False	read all consists from a file .
4	4576	False	accept a connection on a socket .
5	4577	False	transcode a document into a file using the given transcoder .
6	4578	True	report download progress through the database if necessary .
7	4579	False	non - preferred : use the getdomimplementation ( ) method instead of this one to get a dom level 2 domimplementation object and then use dom level 2 methods to create a dom document object .
8	4580	False	set the number of samples generated by one _ _ scesascore call .
9	4581	False	handles add request handler request .
10	4582	False	draws a data point at a given set of panel coordinates at a given size and connects a line to the previous point .
11	4583	False	serialize the given set ' s elments into byte [ ] chunks , calling proc for each one .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.722585298875425	6 (correct)	1	8.016388831179034	6 (correct)
2	8.202712891177873	5	2	8.664931815827561	5
3	8.408088330825617	4	3	8.768962867794201	10
4	8.48482476981417	10	4	8.77591437035197	4
5	8.540268201740583	1	5	8.904598899185263	1
6	8.56086814420312	9	6	8.920370648461821	8
7	8.582735448694189	8	7	8.969950754347769	11
8	8.613260091509574	7	8	9.007101660120279	7
9	8.614902663317798	11	9	9.021118644098275	9
10	8.805470943254463	3	10	9.19743019137367	3
11	9.269743598222684	2	11	9.705651906890338	2



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
