This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 1 vs 1)
Key: 5813
CacheID: 5718
Query: public BufferedHeader(final CharArrayBuffer buffer) throws ParseException { _EL_   super(); _EL_   if (buffer == null) { _EL_     throw new IllegalArgumentException("Char array buffer may not be null"); _EL_   } _EL_   int colon=buffer.indexOf(':'); _EL_   if (colon == -1) { _EL_     throw new ParseException("Invalid header: " + buffer.toString()); _EL_   } _EL_   String s=buffer.substringTrimmed(0,colon); _EL_   if (s.length() == 0) { _EL_     throw new ParseException("Invalid header: " + buffer.toString()); _EL_   } _EL_   this.buffer=buffer; _EL_   this.name=s; _EL_   this.valuePos=colon + 1; _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	5808	False	appends all of the elements in the specified collection that are not already contained in this list , to the end of this list , in the order that they are returned by the specified collection ' s iterator .
2	5809	False	saves the analysis of all data recorded in this analyzer to the specified file .
3	5810	False	returns an iterator over the stored dependencies
4	5811	False	posts notification about new sms ticket .
5	5812	False	helper method to ( more ) efficiently parse integer numbers from string values .
6	5813	True	creates a new header from a buffer .
7	5814	False	makes a date string in the given from a date
8	5815	False	execute a bq request with exponential backoff and return the result .
9	5816	False	confirms that the omaha server sent back an " ok " code .
10	5817	False	adds a new resource source .
11	5818	False	commit all changes made in the dialog to the model .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.575798451417837	6 (correct)	1	7.663048637259993	6 (correct)
2	8.13099946963986	5	2	8.280916493596523	10
3	8.203926745213677	10	3	8.360109900599294	5
4	8.480914382994632	3	4	8.710981415276192	3
5	8.71474588153324	2	5	8.850443054182916	2
6	8.909702734147176	11	6	9.040350097877164	8
7	8.934070149083626	8	7	9.04890060732334	11
8	8.983913195356969	9	8	9.11665837825321	9
9	9.497196922773803	4	9	9.594136895159485	4
10	10.874106869904045	1	10	11.052745232073796	1
11	11.233364828422557	7	11	11.41238812653524	7



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
