This query existed in database! 
Original GraphCodeBERT won! (augment top-K vs original top-K: 2 vs 1)
Key: 3206
CacheID: 7267
Query: private void writePkgInfo() throws BuildException { _EL_   File pkgInfo=new File(mContentsDir,"PkgInfo"); _EL_   PrintWriter writer=null; _EL_   try { _EL_     writer=new PrintWriter(new BufferedWriter(new FileWriter(pkgInfo))); _EL_     writer.print(bundleProperties.getCFBundlePackageType()); _EL_     writer.println(bundleProperties.getCFBundleSignature()); _EL_     writer.flush(); _EL_   } _EL_  catch (  IOException ex) { _EL_     throw new BuildException("Cannot create PkgInfo file: " + ex); _EL_   } _EL_  finally { _EL_     mFileUtils.close(writer); _EL_   } _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	3201	False	adds an image to the animation with the specified duration ( time to display the image ) .
2	3202	False	builds a string denoting an ascii - encoded ion string , with double - quotes surrounding a single unicode code point .
3	3203	False	mark file we just uploaded for cleanup later .
4	3204	False	start ssl shutdown process .
5	3205	False	creates a centered bitmap of the desired size .
6	3206	True	write the pkginfo file into the application bundle
7	3207	False	returns an array holding the collected events .
8	3208	False	decode this set of pkcs9 attributes from the contents of its der encoding .
9	3209	False	process an attribute string of type t _ prefixlist into a vector of prefixes that may be resolved to urls .
10	3210	False	creates a deep clone of this
11	3211	False	dump a long value into a stringbuilder .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	8.187674734140588	6 (correct)	1	8.58935261517293	7
2	8.206163815702494	7	2	8.718434524110656	6 (correct)
3	8.41030198314715	11	3	8.80033467271883	4
4	8.48927937898602	5	4	8.811247623324267	11
5	8.626184906205772	4	5	8.848932435677003	5
6	8.938624206604725	9	6	9.23013664959369	3
7	9.008740568406019	3	7	9.499938880691195	8
8	9.171745277175456	8	8	9.504148554214883	1
9	9.187920314323096	1	9	9.62571982523889	9
10	9.262105746704862	2	10	9.835749527119562	2
11	10.754389475630123	10	11	11.053874128638755	10



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
