This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 2 vs 2)
Key: 3266
CacheID: 3715
Query: public static String traceExcetion(Throwable ex){ _EL_   final Writer result=new StringWriter(); _EL_   final PrintWriter printWriter=new PrintWriter(result); _EL_   ex.printStackTrace(printWriter); _EL_   String stacktrace=result.toString(); _EL_   Log.e(TAG,"ERROR ---> " + stacktrace); _EL_   return stacktrace; _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	3261	False	generate the format associated to the codec name
2	3262	False	receive notification of an xml comment anywhere in the document .
3	3263	False	returns the maximum element of this stream according to the provided key extractor function .
4	3264	False	find the oldest entry whose commit counter is lte the specified commit counter .
5	3265	False	starts the underlying animator for a set of properties .
6	3266	True	write exception throw in log
7	3267	False	splits a qualified varname into two parts , a left and a right left will be the text before the first instance of ' . ' right will be everything else returns null if the varname could not be split for any reason
8	3268	False	end housekeeping for a child thread managed by the launcher ' s housekeeping , but not spawned by the launcher itself , e . g . comet , websocket , keepalive .
9	3269	False	create management bean for jspace container .
10	3270	False	update the data using values
11	3271	False	stop the video fading timer .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.674916727483571	5	1	8.005536583135152	5
2	7.679082471651007	6 (correct)	2	8.009866663175494	6 (correct)
3	7.917936061738681	11	3	8.321420467203655	11
4	8.17444569035072	9	4	8.362341131734581	9
5	8.259361486544279	8	5	8.410301723915058	1
6	8.335537920889767	1	6	8.53981463209555	8
7	8.434697540418396	10	7	8.713089518864624	2
8	8.519741047036398	2	8	8.789800061720765	10
9	8.980980204908885	4	9	9.211881742059202	4
10	9.21843241547499	7	10	9.344685142937646	7
11	9.552473621714126	3	11	9.757973068703048	3



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
