This query existed in database! 
GraphCodeBERT+PropMiner draws GraphCodeBERT! (augment top-K vs original top-K: 8 vs 8)
Key: 1556
CacheID: 2397
Query: public void actionPerformed(java.awt.event.ActionEvent e){ _EL_   Object source=e.getSource(); _EL_   if (!(source instanceof JMenuItem))   return; _EL_   JMenuItem mi=(JMenuItem)source; _EL_   String name=mi.getText(); _EL_   OMGraphicHandlerLayer targetLayer=(OMGraphicHandlerLayer)layers.get(name); _EL_   if (targetLayer == null) { _EL_     Debug.message("defaultdndcatcher","ERROR> DefaultDnDCatcher::actionPerformed: " + "no layer found with name " + name); _EL_     return; _EL_   } _EL_   targetLayer.doAction((OMGraphic)transferData,new OMAction(OMAction.UPDATE_GRAPHIC_MASK)); _EL_ } _EL_ 
Candidate (Original):
CodeID	IndexInDatabase	isCorrect	CandText
1	1551	False	return a path for a check mark .
2	1552	False	initializes the diskbasedcache by scanning for all files currently in the specified root directory .
3	1553	False	initializes the tcpchannelclient .
4	1554	False	this method is called when the user chooses to cut a bean by some means such by by pressing ctrl - x .
5	1555	False	tracks a new handler so that it can be removed in bulk .
6	1556	True	invoked when an action from the popup menu occurs .
7	1557	False	adds a new colour map entry .
8	1558	False	ensure we have enough storage .
9	1559	False	constructs an instance with the specified bits .
10	1560	False	print every value on a separate line .
11	1561	False	renders a handler script , which may require chaining together the user - specified event handler , any scripts required by attached behaviors , and also possibly the mojarra . jsfcljs ( ) " submit " script .

Results:
Org-Rank	Org-Score	Org-ID	Aug-Rank	Aug-Score	Aug-ID
1	7.933897158930123	3	1	8.105082993349255	1
2	7.955433000451113	7	2	8.163665964773756	3
3	7.9611215618886035	1	3	8.219945461521087	7
4	8.083792935880139	9	4	8.31492522980553	9
5	8.240850537430685	10	5	8.436517439478981	10
6	8.411201110457952	8	6	8.639606827718183	8
7	8.588702066246885	4	7	8.731375561869767	4
8	8.588966721493717	6 (correct)	8	8.876611809122096	6 (correct)
9	8.716680539742885	5	9	8.93066585994951	5
10	8.735587642607134	2	10	8.937026370830218	2
11	8.768037341850839	11	11	8.957572850434754	11



# Step 1 (get nl-pl embbedding (like GraphCodeBERT) of query and candidates with dimensions = 768):
